PlotID,Accepted_name,Height,dbh1,dbh2,dbh3,dbh4,dbh5,dbh6
AC11,Coffea_canephora,3.5,1.8,NA,NA,NA,NA,NA
AC11,Coffea_arabica,3.5,2.9,NA,NA,NA,NA,NA
AC11,Coffea_canephora,3,1.2,NA,NA,NA,NA,NA
AC11,Coffea_canephora,3,1.5,NA,NA,NA,NA,NA
AC11,Coffea_canephora,2,1.8,NA,NA,NA,NA,NA
AC11,Coffea_canephora,5,4.3,NA,NA,NA,NA,NA
AC11,Coffea_canephora,2.5,1.4,NA,NA,NA,NA,NA
AC11,Psychotria_nigra,3,1.3,NA,NA,NA,NA,NA
AC11,Coffea_canephora,2.5,1.5,NA,NA,NA,NA,NA
AC11,Mangifera_indica,3.5,2,NA,NA,NA,NA,NA
AC11,Coffea_canephora,3.5,1.2,NA,NA,NA,NA,NA
AC11,Coffea_canephora,4.5,1.9,NA,NA,NA,NA,NA
AC11,Coffea_canephora,2,1.8,NA,NA,NA,NA,NA
AC11,Mangifera_indica,3,2.4,NA,NA,NA,NA,NA
AC11,Coffea_canephora,3,1.7,NA,NA,NA,NA,NA
AC11,Dimocarpus_longan,3,3.3,1,NA,NA,NA,NA
AC11,Coffea_canephora,3.5,1.1,NA,NA,NA,NA,NA
AC11,Coffea_canephora,2.5,1.5,NA,NA,NA,NA,NA
AC11,Coffea_canephora,3,2,NA,NA,NA,NA,NA
AC11,Coffea_canephora,4.5,2,NA,NA,NA,NA,NA
AC11,Coffea_canephora,3.5,1.8,1.6,1.5,2.3,NA,NA
AC11,Psychotria_nigra,3,2.25,1.6,NA,NA,NA,NA
AC11,Psychotria_nigra,3.5,1.9,NA,NA,NA,NA,NA
AC12,Maesa_indica,3.63,2.15,NA,NA,NA,NA,NA
AC12,Maesa_indica,3.73,2.24,NA,NA,NA,NA,NA
AC12,Clausena_anisata,2.36,1.13,NA,NA,NA,NA,NA
AC12,Coffea_canephora,5.08,1.09,NA,NA,NA,NA,NA
AC12,Litsea_floribunda,5.16,5.28,NA,NA,NA,NA,NA
AC12,Coffea_canephora,2.8,1.28,NA,NA,NA,NA,NA
AC12,Mallotus_philippensis,3.88,3.76,NA,NA,NA,NA,NA
AC12,Cinnamomum_malabatrum,4.67,4.62,NA,NA,NA,NA,NA
AC12,Heynea_trijuga,8,6.1,NA,NA,NA,NA,NA
AC13,Coffea_arabica,2.38,2.3,NA,NA,NA,NA,NA
AC13,Dimocarpus_longan,1.89,1,1.2,NA,NA,NA,NA
AC13,Dimocarpus_longan,3.5,1.3,NA,NA,NA,NA,NA
AC13,Dimocarpus_longan,3.21,1.7,NA,NA,NA,NA,NA
AC13,Coffea_canephora,4.68,4.2,5.4,3.5,3.5,NA,NA
AC13,Aglaia_elaeagnoidea,3.04,1.6,NA,NA,NA,NA,NA
AC13,Dimocarpus_longan,2.05,1.3,NA,NA,NA,NA,NA
AC13,Dimocarpus_longan,1.8,1.1,NA,NA,NA,NA,NA
AC13,Dimocarpus_longan,3.77,3,NA,NA,NA,NA,NA
AC13,Microtropis_latifolia,4.3,5,NA,NA,NA,NA,NA
AC13,Coffea_canephora,3.25,1.3,NA,NA,NA,NA,NA
AC13,Coffea_canephora,5.5,2.5,NA,NA,NA,NA,NA
AC13,Dimocarpus_longan,5,2,NA,NA,NA,NA,NA
AC13,Dimocarpus_longan,3.4,1.2,NA,NA,NA,NA,NA
AC13,Coffea_canephora,2.5,1.3,NA,NA,NA,NA,NA
AC13,Cinnamomum_malabatrum,6.2,5.7,NA,NA,NA,NA,NA
AC13,Casearia_graveolens,6.2,5,NA,NA,NA,NA,NA
AC14,Coffea_canephora,4.75,2.5,2.4,3.6,3.2,NA,NA
AC14,Vateria_indica,3.09,2.9,NA,NA,NA,NA,NA
AC14,Dimocarpus_longan,3.51,3.3,NA,NA,NA,NA,NA
AC14,Callicarpa_tomentosa,4.9,5.4,NA,NA,NA,NA,NA
AC14,Dimocarpus_longan,3.96,3,NA,NA,NA,NA,NA
AC14,Diospyros_nilagirica,4.31,4.9,NA,NA,NA,NA,NA
AC14,Dimocarpus_longan,4.94,4.6,NA,NA,NA,NA,NA
AC14,Aglaia_elaeagnoidea,2,1,NA,NA,NA,NA,NA
AC14,Coffea_arabica,3.81,2.5,NA,NA,NA,NA,NA
AC14,Diospyros_nilagirica,2.76,1.9,NA,NA,NA,NA,NA
AC14,Vateria_indica,3.1,1.5,NA,NA,NA,NA,NA
AC14,Vateria_indica,6.88,7,NA,NA,NA,NA,NA
AC14,Nothopegia_beddomei,3.82,2.8,NA,NA,NA,NA,NA
AC14,Vateria_indica,2.03,1,NA,NA,NA,NA,NA
AC14,Vateria_indica,3.27,2,NA,NA,NA,NA,NA
AC14,Vateria_indica,5.77,3.5,NA,NA,NA,NA,NA
AC14,Vateria_indica,2.3,1.9,NA,NA,NA,NA,NA
AC14,Vateria_indica,2.4,1.6,NA,NA,NA,NA,NA
AC14,Vateria_indica,5.99,4.5,NA,NA,NA,NA,NA
AC14,Melicope_lunuankenda,5.69,3.3,NA,NA,NA,NA,NA
AC14,Vateria_indica,3.21,2.2,NA,NA,NA,NA,NA
AC14,Coffea_canephora,6.67,4.1,NA,NA,NA,NA,NA
AC14,Diospyros_nilagirica,2.3,1.5,NA,NA,NA,NA,NA
AC14,Dimocarpus_longan,4.9,2.3,NA,NA,NA,NA,NA
AC14,Cinnamomum_malabatrum,2.15,1.2,NA,NA,NA,NA,NA
AC14,Vateria_indica,3.3,3.1,NA,NA,NA,NA,NA
AC14,Coffea_arabica,2.9,1.3,NA,NA,NA,NA,NA
AC14,Symplocos_macrophylla,4.9,3.1,NA,NA,NA,NA,NA
AC14,Coffea_canephora,5.2,2,NA,NA,NA,NA,NA
AC15,Coffea_arabica,3.6,1.6,1,3.3,NA,NA,NA
AC15,Mesua_ferrea,2.76,1.4,NA,NA,NA,NA,NA
AC15,Vateria_indica,2.82,2.8,NA,NA,NA,NA,NA
AC15,Coffea_canephora,2.68,1.9,NA,NA,NA,NA,NA
AC15,Vateria_indica,3.17,3.3,NA,NA,NA,NA,NA
AC15,Vateria_indica,2.01,1.4,NA,NA,NA,NA,NA
AC15,Cinnamomum_malabatrum,2.55,1.5,NA,NA,NA,NA,NA
AC15,Dimocarpus_longan,3.9,2.9,NA,NA,NA,NA,NA
AC15,Dimocarpus_longan,2.2,1.1,NA,NA,NA,NA,NA
AC15,Dimocarpus_longan,3.2,2,NA,NA,NA,NA,NA
AC15,Dimocarpus_longan,3,2.1,NA,NA,NA,NA,NA
AC15,Vateria_indica,2.5,1.7,NA,NA,NA,NA,NA
AC15,Dimocarpus_longan,8.8,9,NA,NA,NA,NA,NA
AC15,Dimocarpus_longan,3.3,2.5,NA,NA,NA,NA,NA
AC15,Diospyros_nilagirica,5.2,3.2,1.7,1.3,5.3,NA,NA
AC15,Dimocarpus_longan,2.6,1.1,NA,NA,NA,NA,NA
AC15,Cinnamomum_malabatrum,4,1.9,1.1,NA,NA,NA,NA
AC15,Dimocarpus_longan,2.3,1,NA,NA,NA,NA,NA
AC15,Coffea_canephora,2.6,1.2,NA,NA,NA,NA,NA
AC15,Dimocarpus_longan,3,1.3,NA,NA,NA,NA,NA
AC15,Dimocarpus_longan,3.1,1.1,NA,NA,NA,NA,NA
AC15,Dimocarpus_longan,4.6,2.6,NA,NA,NA,NA,NA
AC15,Coffea_canephora,2.3,1.3,NA,NA,NA,NA,NA
AC15,Mallotus_philippensis,4.2,1.3,2.3,NA,NA,NA,NA
EC10,Memecylon_randerianum,1.88,1,NA,NA,NA,NA,NA
EC10,Nothopegia_beddomei,5,3.6,NA,NA,NA,NA,NA
EC10,Mesua_ferrea,1.87,1.9,NA,NA,NA,NA,NA
EC10,Paracroton_pendulus,6.3,6.8,NA,NA,NA,NA,NA
EC10,Calophyllum_polyanthum,2.7,1.3,NA,NA,NA,NA,NA
EC10,Eugenia_aloysii,2.5,1.4,NA,NA,NA,NA,NA
EC10,Cinnamomum_keralaense,2.3,2.3,NA,NA,NA,NA,NA
EC10,Litsea_laevigata,3.6,2.4,NA,NA,NA,NA,NA
EC10,Reinwardtiodendron_anamalaiense,2.4,1.1,NA,NA,NA,NA,NA
EC10,Discospermum_sphaerocarpum,3.3,1.4,NA,NA,NA,NA,NA
EC10,Eugenia_aloysii,2.6,1,NA,NA,NA,NA,NA
EC10,Luvunga_sarmentosa ,1.5,1,NA,NA,NA,NA,NA
AC18,Coffea_arabica,3.5,1.9,1.4,NA,NA,NA,NA
AC18,Clerodendrum_infortunatum,2,1.2,NA,NA,NA,NA,NA
AC18,Clerodendrum_infortunatum,2.7,1.1,NA,NA,NA,NA,NA
AC18,Colebrookea_oppositifolia,2,1.1,NA,NA,NA,NA,NA
AC18,Clerodendrum_infortunatum,2.2,1.3,NA,NA,NA,NA,NA
AC18,Coffea_canephora,5,3,2.5,2.5,NA,NA,NA
AC18,Clerodendrum_infortunatum,2.5,1.5,NA,NA,NA,NA,NA
AC18,Coffea_canephora,3,1.5,NA,NA,NA,NA,NA
AC18,Colebrookea_oppositifolia,2.9,2.5,1,1.5,NA,NA,NA
AC18,Clerodendrum_infortunatum,4,1.6,NA,NA,NA,NA,NA
AC18,Ficus_hispida,4.1,2.1,NA,NA,NA,NA,NA
AC18,Paracroton_pendulus,2,1.1,NA,NA,NA,NA,NA
AC18,Colebrookea_oppositifolia,4.5,1.9,NA,NA,NA,NA,NA
AC18,Nothopegia_beddomei,2.5,1.5,1.3,NA,NA,NA,NA
AC18,Clerodendrum_infortunatum,3.1,1.5,NA,NA,NA,NA,NA
AC18,Clerodendrum_infortunatum,2.8,1.6,NA,NA,NA,NA,NA
AC18,Litsea_oleoides,2.1,1.5,NA,NA,NA,NA,NA
AC17,Coffea_canephora,3.3,1.6,1.5,1.1,NA,NA,NA
AC17,Coffea_canephora,2.5,1.3,NA,NA,NA,NA,NA
AC17,Mallotus_philippensis,7.8,7.1,NA,NA,NA,NA,NA
AC17,Vateria_indica,5.5,4.1,NA,NA,NA,NA,NA
AC17,Nothopegia_beddomei,4.8,4.9,NA,NA,NA,NA,NA
AC17,Coffea_canephora,3.1,1.7,NA,NA,NA,NA,NA
AC17,Psychotria_nigra,2.45,1.7,NA,NA,NA,NA,NA
AC17,Coffea_canephora,2.5,1,NA,NA,NA,NA,NA
AC17,Clausena_anisata,5.1,5.7,1.7,NA,NA,NA,NA
AC17,Coffea_canephora,3.5,1.2,NA,NA,NA,NA,NA
AC17,Coffea_canephora,3.4,2,NA,NA,NA,NA,NA
AC17,Coffea_canephora,3,1.8,1.6,1,NA,NA,NA
AC17,Dimocarpus_longan,3,1.8,NA,NA,NA,NA,NA
AC17,Coffea_arabica,2.5,2.6,2.2,2,2.2,NA,NA
AC17,Coffea_canephora,3.5,1.8,NA,NA,NA,NA,NA
AC17,Coffea_canephora,2.8,1.5,NA,NA,NA,NA,NA
AC17,Coffea_canephora,3.5,1.2,NA,NA,NA,NA,NA
AC17,Coffea_canephora,5.7,2.3,NA,NA,NA,NA,NA
AC17,Dimocarpus_longan,2.5,1,NA,NA,NA,NA,NA
AC17,Coffea_canephora,3.5,2,NA,NA,NA,NA,NA
AC16,Litsea_floribunda,7.2,9.3,NA,NA,NA,NA,NA
AC16,Aglaia_elaeagnoidea,3.18,2.5,NA,NA,NA,NA,NA
AC16,Aglaia_elaeagnoidea,3.23,4.37,NA,NA,NA,NA,NA
AC16,Coffea_arabica,3,1.9,1.46,NA,NA,NA,NA
AC16,Microtropis_latifolia,2.6,1.3,NA,NA,NA,NA,NA
AC16,Microtropis_latifolia,3.3,1.47,NA,NA,NA,NA,NA
AC16,Cryptocarya_wightiana,3,1.39,NA,NA,NA,NA,NA
AC16,Microtropis_latifolia,2.5,1.39,NA,NA,NA,NA,NA
AC16,Microtropis_latifolia,2.5,1.23,NA,NA,NA,NA,NA
AC16,Microtropis_latifolia,2.5,1.15,NA,NA,NA,NA,NA
AC16,Coffea_arabica,2.4,1.7,1.4,1.6,NA,NA,NA
AC16,Toona_ciliata,7.9,5.35,NA,NA,NA,NA,NA
AC16,Nothopegia_beddomei,3.5,2.5,NA,NA,NA,NA,NA
AC16,Reinwardtiodendron_anamalaiense,3.5,2,NA,NA,NA,NA,NA
AC19,Coffea_arabica,2.11,1,NA,NA,NA,NA,NA
AC19,Coffea_canephora,7.1,5.7,NA,NA,NA,NA,NA
AC19,Aglaia_elaeagnoidea,3.3,2.3,NA,NA,NA,NA,NA
AC19,Coffea_arabica,3.8,1.6,1.8,NA,NA,NA,NA
AC19,Actinodaphne_bourdillonii,5.9,3.7,NA,NA,NA,NA,NA
AC19,Coffea_canephora,6.2,3.4,1.7,1.3,NA,NA,NA
AC19,Meiogyne_pannosa,4.3,2,1.7,NA,NA,NA,NA
AC19,Cinnamomum_malabatrum,2.2,1.1,NA,NA,NA,NA,NA
AC19,Paracroton_pendulus,5.1,3.6,NA,NA,NA,NA,NA
AC19,Dimocarpus_longan,3.9,1.8,NA,NA,NA,NA,NA
AC19,Callicarpa_tomentosa,5.1,5.5,NA,NA,NA,NA,NA
AC19,Dimocarpus_longan,2.5,1.3,NA,NA,NA,NA,NA
AC19,Paracroton_pendulus,7,7.4,NA,NA,NA,NA,NA
AC19,Diospyros_nilagirica,3.4,1.6,NA,NA,NA,NA,NA
AC19,Coffea_arabica,3.4,2.1,NA,NA,NA,NA,NA
AC19,Coffea_canephora,4.3,2,NA,NA,NA,NA,NA
AC19,Coffea_canephora,5.5,3,2.6,1.7,NA,NA,NA
AC19,Tritaxis_beddomei,4.7,2.7,NA,NA,NA,NA,NA
AC19,Dimocarpus_longan,2,1.1,NA,NA,NA,NA,NA
AC19,Syzygium_rubicundum,2.7,1,NA,NA,NA,NA,NA
AC19,Diospyros_pruriens,2.3,1.4,NA,NA,NA,NA,NA
AC19,Coffea_arabica,4,1.8,NA,NA,NA,NA,NA
AC19,Coffea_arabica,3.1,1.1,NA,NA,NA,NA,NA
AC19,Dimocarpus_longan,2.9,1.7,NA,NA,NA,NA,NA
AC19,Coffea_arabica,2,1,NA,NA,NA,NA,NA
AC19,Clausena_indica,7.5,4.7,NA,NA,NA,NA,NA
AC19,Coffea_arabica,4.5,1.7,NA,NA,NA,NA,NA
AC19,Nothopegia_beddomei,3.4,1.3,NA,NA,NA,NA,NA
AC19,Dimocarpus_longan,2.8,1.1,NA,NA,NA,NA,NA
AC19,Diospyros_nilagirica,4,1.7,NA,NA,NA,NA,NA
AC19,Psychotria_nilgiriensis,2,1,NA,NA,NA,NA,NA
AC19,Coffea_arabica,2.5,1.1,NA,NA,NA,NA,NA
AC19,Coffea_arabica,3.5,1.3,NA,NA,NA,NA,NA
AC19,Paracroton_pendulus,2.4,2.1,NA,NA,NA,NA,NA
AC19,Aglaia_elaeagnoidea,3.9,2,NA,NA,NA,NA,NA
AC19,Reinwardtiodendron_anamalaiense,2.5,1.2,NA,NA,NA,NA,NA
AC19,Excoecaria_oppositifolia,4.3,3.1,NA,NA,NA,NA,NA
AC19,Nothopegia_beddomei,3.5,1,NA,NA,NA,NA,NA
AC19,Coffea_arabica,2,1,NA,NA,NA,NA,NA
AC20,Coffea_canephora,4.5,4.3,4.2,2,1.9,1.8,1
AC20,Psychotria_nigra,2,1.6,NA,NA,NA,NA,NA
AC20,Aglaia_elaeagnoidea,4.3,2.1,NA,NA,NA,NA,NA
AC20,Cinnamomum_malabatrum,2,1.1,NA,NA,NA,NA,NA
AC20,Coffea_canephora,5.5,1.9,1.9,1,NA,NA,NA
AC20,Coffea_canephora,4.6,1.7,NA,NA,NA,NA,NA
AC20,Mallotus_philippensis,6.7,7.3,1.8,NA,NA,NA,NA
AC20,Coffea_canephora,5.5,2.6,1.9,1.8,1.4,1,1.1
AC20,Dimocarpus_longan,3.9,2.3,NA,NA,NA,NA,NA
EC11,Diospyros_pruriens,3.3,3.5,2.9,NA,NA,NA,NA
EC11,Nothopegia_beddomei,2.5,1.2,NA,NA,NA,NA,NA
EC11,Nothopegia_beddomei,7.53,7.7,NA,NA,NA,NA,NA
EC11,Psychotria_nigra,2.64,2,NA,NA,NA,NA,NA
EC11,Hopea_canarensis,2.48,1.9,1.9,NA,NA,NA,NA
EC11,Syzygium_laetum,3.5,2.1,2.2,2.4,NA,NA,NA
EC11,Dichapetalum_gelonioides,2.33,1.7,NA,NA,NA,NA,NA
EC12,Dimocarpus_longan,3.5,2.39,NA,NA,NA,NA,NA
EC12,Excoecaria_oppositifolia,2.1,1.9,NA,NA,NA,NA,NA
EC12,Actinodaphne_bourdillonii,3.5,1,NA,NA,NA,NA,NA
EC12,Reinwardtiodendron_anamalaiense,4.2,2.38,NA,NA,NA,NA,NA
EC12,Reinwardtiodendron_anamalaiense,2.5,1,NA,NA,NA,NA,NA
EC12,Reinwardtiodendron_anamalaiense,3.3,2.1,NA,NA,NA,NA,NA
EC12,Hopea_canarensis,6.7,3.9,NA,NA,NA,NA,NA
EC12,Excoecaria_oppositifolia,4.6,1.9,NA,NA,NA,NA,NA
EC12,Hopea_canarensis,7.63,6.7,NA,NA,NA,NA,NA
EC12,Excoecaria_oppositifolia,4.25,3.2,NA,NA,NA,NA,NA
EC12,Eugenia_aloysii,2.6,3.2,1.1,NA,NA,NA,NA
EC12,Dimocarpus_longan,4.4,2.2,NA,NA,NA,NA,NA
EC12,Dimocarpus_longan,3.6,1.9,1.8,1.7,NA,NA,NA
EC12,Macaranga_peltata,8.7,5.6,NA,NA,NA,NA,NA
EC12,Callicarpa_tomentosa,4.4,8.4,NA,NA,NA,NA,NA
EC12,Callicarpa_tomentosa,8,5.1,3.3,NA,NA,NA,NA
EC12,Callicarpa_tomentosa,10.7,6.1,NA,NA,NA,NA,NA
EC12,Syzygium_rubicundum,3,2.1,1..4,NA,NA,NA,NA
EC13,Nothopegia_beddomei,3.37,1.3,2.3,1.7,NA,NA,NA
EC13,Syzygium_rubicundum,2.6,2.5,1.8,NA,NA,NA,NA
EC13,Cryptocarya_wightiana,2.57,2.1,2.8,NA,NA,NA,NA
EC13,Excoecaria_oppositifolia,2.72,2.2,NA,NA,NA,NA,NA
EC13,Nothopegia_beddomei,3.14,1.7,NA,NA,NA,NA,NA
EC13,Actinodaphne_bourdillonii,5.63,4.24,NA,NA,NA,NA,NA
EC13,Actinodaphne_bourdillonii,5.5,3.2,3.9,2.9,2.2,NA,NA
EC13,Callicarpa_tomentosa,5.4,3.6,NA,NA,NA,NA,NA
EC13,Cryptocarya_wightiana,2.9,1.1,NA,NA,NA,NA,NA
EC13,Aglaia_elaeagnoidea,9.3,8.1,NA,NA,NA,NA,NA
EC13,Nothopegia_beddomei,5,6.1,NA,NA,NA,NA,NA
EC14,Dimocarpus_longan,2.5,1.64,NA,NA,NA,NA,NA
EC14,Reinwardtiodendron_anamalaiense,2.6,2,NA,NA,NA,NA,NA
EC14,Reinwardtiodendron_anamalaiense,3.5,2.3,NA,NA,NA,NA,NA
EC14,Nothopegia_beddomei,3,1.6,NA,NA,NA,NA,NA
EC14,Mesua_ferrea,5.5,4.1,NA,NA,NA,NA,NA
EC14,Reinwardtiodendron_anamalaiense,1.75,1.4,NA,NA,NA,NA,NA
EC14,Reinwardtiodendron_anamalaiense,1.5,1.7,NA,NA,NA,NA,NA
EC14,Litsea_floribunda,1.75,1.2,NA,NA,NA,NA,NA
EC15,Reinwardtiodendron_anamalaiense,2.5,1.4,NA,NA,NA,NA,NA
EC15,Hopea_canarensis,6.5,4.2,NA,NA,NA,NA,NA
EC15,Eugenia_aloysii,2.5,1.6,NA,NA,NA,NA,NA
EC15,Eugenia_aloysii,2.5,1.4,NA,NA,NA,NA,NA
EC15,Syzygium_gardneri,6.4,6.3,NA,NA,NA,NA,NA
EC15,Nothopegia_beddomei,2,2.8,NA,NA,NA,NA,NA
EC15,Dysoxylum_malabaricum,3.5,2.7,NA,NA,NA,NA,NA
EC15,Nothopegia_beddomei,4.5,8.7,NA,NA,NA,NA,NA
EC15,Aglaia_elaeagnoidea,3.5,1.2,NA,NA,NA,NA,NA
EC15,Coffea_canephora,3,1.7,NA,NA,NA,NA,NA
EC15,Coffea_canephora,2.5,1.3,NA,NA,NA,NA,NA
EC16,Psychotria_nigra,2.5,1.7,NA,NA,NA,NA,NA
EC16,Memecylon_wightii,2.6,1.1,NA,NA,NA,NA,NA
EC16,Psychotria_nilgiriensis,2,1.3,NA,NA,NA,NA,NA
EC16,Psychotria_nilgiriensis,2,1,NA,NA,NA,NA,NA
EC16,Nothopegia_castaneifolia,2.7,1.1,NA,NA,NA,NA,NA
EC16,Nothopegia_castaneifolia,3.3,1.3,NA,NA,NA,NA,NA
EC16,Lasianthus_parvifolius,4.9,3,1.7,NA,NA,NA,NA
EC16,Clerodendrum_infortunatum,3.8,2.2,NA,NA,NA,NA,NA
EC16,Psychotria_nigra,2.9,2.9,NA,NA,NA,NA,NA
EC16,Psychotria_nilgiriensis,2.4,1.5,NA,NA,NA,NA,NA
EC16,Psychotria_nilgiriensis,2.5,1.8,1,NA,NA,NA,NA
EC16,Clausena_indica,4.9,3.1,NA,NA,NA,NA,NA
EC16,Psychotria_nilgiriensis,3,1.6,1.2,NA,NA,NA,NA
EC16,Psychotria_nilgiriensis,2,1.1,1.3,1.2,NA,NA,NA
EC16,Aglaia_elaeagnoidea,2.3,1,NA,NA,NA,NA,NA
EC16,Psychotria_nilgiriensis,2.1,1.1,NA,NA,NA,NA,NA
EC16,Nothopegia_beddomei,2.2,1,NA,NA,NA,NA,NA
EC16,Psychotria_nigra,3.4,2.5,NA,NA,NA,NA,NA
EC16,Psychotria_nigra,3.1,2.4,NA,NA,NA,NA,NA
EC16,Mesua_ferrea,2.9,1.9,NA,NA,NA,NA,NA
EC16,Memecylon_wightii,2.2,1,NA,NA,NA,NA,NA
EC16,Psychotria_nilgiriensis,2,1.1,1,NA,NA,NA,NA
EC16,Litsea_floribunda,2,1.1,NA,NA,NA,NA,NA
EC17,Garcinia_morella,4,2.9,1.7,NA,NA,NA,NA
EC17,Dimocarpus_longan,4.2,2.6,1.6,NA,NA,NA,NA
EC17,Reinwardtiodendron_anamalaiense,2,1.2,1.1,NA,NA,NA,NA
EC17,Reinwardtiodendron_anamalaiense,7.1,5.5,3.4,NA,NA,NA,NA
EC17,Mesua_ferrea,3.8,1.7,NA,NA,NA,NA,NA
EC17,Nothopegia_castaneifolia,3.5,1.1,NA,NA,NA,NA,NA
EC17,Reinwardtiodendron_anamalaiense,4.2,2.6,NA,NA,NA,NA,NA
EC17,Mesua_ferrea,4.2,2.7,NA,NA,NA,NA,NA
EC17,Eugenia_aloysii,3.7,2.6,1.7,1.6,NA,NA,NA
EC17,Reinwardtiodendron_anamalaiense,2.9,1.9,NA,NA,NA,NA,NA
