Sr.no.,SAMPLE_ID,Reserve,TYPED,ALL_SNPs,SNP.Typed,Individual.Identified,Kill.ID,Season,Kill.Days,Age,Smell,Maggots,Flies,Rain,Consumption,Decomposition,Canopy,Sample.Type,Sample.Category,COLLECTOR
11,C02-BTR21-046-SL01,Bandhavgarh,14,95,14,0,C02-BTR21-46,Summer,0,9,Low,None,Low,No,25,,0,SALIVA,Post predation,AJAY
12,C02-BTR21-046-SL02,Bandhavgarh,5,95,5,0,C02-BTR21-46,Summer,0,9,Low,None,Low,No,25,,0,SALIVA,Post predation,AJAY
13,C02-BTR21-046-SL03,Bandhavgarh,39,95,37,0,C02-BTR21-46,Summer,0,9,Low,None,Low,No,25,,0,SALIVA,Predation,AJAY
16,C02-BTR21-050-SL01,Bandhavgarh,24,95,24,0,C02-BTR21-50,Summer,2,5.5,Low,None,Low,No,75,,70,SALIVA,Predation,AJAY
17,C02-BTR21-050-SL02,Bandhavgarh,6,95,6,0,C02-BTR21-50,Summer,2,5.5,Low,None,Low,No,75,,70,SALIVA,Post predation,AJAY
20,C02-BTR21-054-SL01,Bandhavgarh,28,95,28,0,C02-BTR21-54,Summer,1,8.5,Low,None,Low,No,75,,25,SALIVA,Predation,AJAY
21,C02-BTR21-054-SL02,Bandhavgarh,56,95,53,1,C02-BTR21-54,Summer,1,8.5,Low,None,Low,No,75,,25,SALIVA,Post predation,AJAY
22,C02-BTR21-054-SL03,Bandhavgarh,62,95,58,1,C02-BTR21-54,Summer,1,8.5,Low,None,Low,No,75,,25,SALIVA,Post predation,AJAY
27,C02-BTR21-057-SL01,Bandhavgarh,2,95,2,0,C02-BTR21-57,Summer,1,3.5,Low,None,Low,No,85,,30,SALIVA,Predation,AJAY
28,C02-BTR21-057-SL02,Bandhavgarh,6,95,6,0,C02-BTR21-57,Summer,1,3.5,Low,None,Low,No,85,,30,SALIVA,Predation,AJAY
31,C02-BTR21-059-SL01,Bandhavgarh,33,95,32,0,C02-BTR21-59,Summer,0,7.5,Low,None,Low,No,25,,0,SALIVA,Predation,AJAY
32,C02-BTR21-059-SL02,Bandhavgarh,6,95,6,0,C02-BTR21-59,Summer,0,7.5,Low,None,Low,No,25,,0,SALIVA,Post predation,AJAY
39,C02-BTR21-062-SL01,Bandhavgarh,6,95,6,0,C02-BTR21-62,Summer,0,8.5,Low,None,Low,No,25,,75,SALIVA,Predation,AJAY
40,C02-BTR21-062-SL02,Bandhavgarh,6,95,6,0,C02-BTR21-62,Summer,0,8.5,Low,None,Low,No,25,,75,SALIVA,Post predation,AJAY
46,C02-BTR21-065-SL01,Bandhavgarh,4,95,4,0,C02-BTR21-65,Summer,1,8.5,Low,None,Low,No,35,,5,SALIVA,Predation,AJAY
47,C02-BTR21-065-SL02,Bandhavgarh,36,95,34,0,C02-BTR21-65,Summer,1,8.5,Low,None,Low,No,35,,5,SALIVA,Post predation,AJAY
57,C02-BTR21-078-SL01,Bandhavgarh,6,95,6,0,C02-BTR21-78,Summer,2,7.5,Low,None,High,No,75,,0,SALIVA,Predation,AJAY
58,C02-BTR21-078-SL02,Bandhavgarh,52,95,49,1,C02-BTR21-78,Summer,2,7.5,Low,None,High,No,75,,0,SALIVA,Post predation,AJAY
61,C02-BTR21-094-SL01,Bandhavgarh,4,95,4,0,C02-BTR21-94,Summer,0,3.5,Low,None,Low,No,75,,0,SALIVA,Predation,AJAY
62,C02-BTR21-094-SL02,Bandhavgarh,41,95,40,0,C02-BTR21-94,Summer,0,3.5,Low,None,Low,No,75,,0,SALIVA,Post predation,AJAY
65,C02-BTR21-098-SL01,Bandhavgarh,8,95,8,0,C02-BTR21-98,Summer,0,7.5,Low,None,Low,Yes,0,,65,SALIVA,Predation,AJAY
67,C02-BTR21-100-SL01,Bandhavgarh,10,95,10,0,C02-BTR21-100,Summer,1,7.5,Low,Low,High,Yes,15,,5,SALIVA,Predation,AJAY
68,C02-BTR21-100-SL02,Bandhavgarh,7,95,7,0,C02-BTR21-100,Summer,1,7.5,Low,Low,High,Yes,15,,5,SALIVA,Post predation,AJAY
71,C02-BTR21-102-SL01,Bandhavgarh,10,95,10,0,C02-BTR21-102,Summer,1,7.5,Low,None,High,Yes,0,,0,SALIVA,Predation,AJAY
75,C02-BTR21-105-SL01,Bandhavgarh,7,95,7,0,C02-BTR21-105,Summer,1,8.5,Low,Low,Medium,No,35,,0,SALIVA,Predation,AJAY
76,C02-BTR21-105-SL02,Bandhavgarh,10,95,10,0,C02-BTR21-105,Summer,1,8.5,Low,Low,Medium,No,35,,0,SALIVA,Post predation,AJAY
80,C02-BTR21-112-SL01,Bandhavgarh,0,95,0,0,C02-BTR21-112,Summer,3,6.5,High,High,Medium,Yes,45,,0,SALIVA,Post predation,AJAY
87,C02-BTR21-118-SL01,Bandhavgarh,73,95,69,1,C02-BTR21-118,Summer,0,10.5,Low,None,High,No,25,,25,SALIVA,Predation,AJAY
88,C02-BTR21-118-SL01,Bandhavgarh,73,95,69,1,C02-BTR21-118,Summer,0,10.5,Low,None,High,No,25,,25,SALIVA,Predation,AJAY
89,C02-BTR21-118-SL02,Bandhavgarh,6,95,6,0,C02-BTR21-118,Summer,0,10.5,Low,None,High,No,25,,25,SALIVA,Post predation,AJAY
91,C02-BTR21-127-SL01,Bandhavgarh,97,95,90,1,C02-BTR21-127,Summer,0,6.5,None,None,None,Yes,0,,75,SALIVA,Predation,AJAY
92,C02-BTR21-127-SL02,Bandhavgarh,98,95,92,1,C02-BTR21-127,Summer,0,6.5,None,None,None,Yes,0,,75,SALIVA,Predation,AJAY
94,C02-BTR21-142-SL01,Bandhavgarh,6,95,6,0,C02-BTR21-142,Summer,1,8.5,Low,Low,High,Yes,15,,55,SALIVA,Predation,AJAY
95,C02-BTR21-142-SL02,Bandhavgarh,6,95,6,0,C02-BTR21-142,Summer,1,8.5,Low,Low,High,Yes,15,,55,SALIVA,Post predation,AJAY
98,C02-BTR21-143-SL01,Bandhavgarh,19,95,19,0,C02-BTR21-143,Summer,1,7.5,Low,None,Medium,No,15,,0,SALIVA,Predation,AJAY
99,C02-BTR21-143-SL02,Bandhavgarh,5,95,5,0,C02-BTR21-143,Summer,1,7.5,Low,None,Medium,No,15,,0,SALIVA,Post predation,AJAY
100,C02-BTR21-143-SL03,Bandhavgarh,50,95,47,1,C02-BTR21-143,Summer,1,7.5,Low,None,Medium,No,15,,0,SALIVA,Post predation,AJAY
102,C02-BTR21-146-SL01,Bandhavgarh,0,95,0,0,C02-BTR21-146,Summer,1,6.5,Low,None,High,Yes,5,Fresh,0,SALIVA,Predation,AJAY
103,C02-BTR21-146-SL02,Bandhavgarh,7,95,7,0,C02-BTR21-146,Summer,1,6.5,Low,None,High,Yes,5,Fresh,0,SALIVA,Predation,AJAY
104,C02-BTR21-146-SL03,Bandhavgarh,19,95,19,0,C02-BTR21-146,Summer,1,6.5,Low,None,High,Yes,5,Fresh,0,SALIVA,Post predation,AJAY
108,C02-BTR21-154-SL01,Bandhavgarh,8,95,8,0,C02-BTR21-154,Monsoon,1,8.5,Low,None,Medium,No,25,Fresh,35,SALIVA,Post predation,AJAY
109,C02-BTR21-154-SL02,Bandhavgarh,49,95,46,1,C02-BTR21-154,Monsoon,1,8.5,Low,None,Medium,No,25,Fresh,35,SALIVA,Post predation,AJAY
112,C02-BTR21-157-SL01,Bandhavgarh,0,95,0,0,C02-BTR21-157,Monsoon,1,5.5,Low,Low,Low,No,55,Fresh,5,SALIVA,Post predation,AJAY
126,C02-BTR21-200-SL01,Bandhavgarh,17,95,17,0,C02-BTR21-200,Monsoon,1,7.5,Low,None,Low,No,45,Fresh,25,SALIVA,Predation,AJAY
127,C02-BTR21-200-SL02,Bandhavgarh,5,95,5,0,C02-BTR21-200,Monsoon,1,7.5,Low,None,Low,No,45,Fresh,25,SALIVA,Post predation,AJAY
128,C02-BTR21-200-SL03,Bandhavgarh,8,95,8,0,C02-BTR21-200,Monsoon,1,7.5,Low,None,Low,No,45,Fresh,25,SALIVA,Post predation,AJAY
130,C02-BTR21-203-SL01,Bandhavgarh,2,95,2,0,C02-BTR21-203,Monsoon,0,8.5,None,None,Low,No,0,Fresh,0,SALIVA,Predation,AJAY
135,C02-BTR21-209-SL01,Bandhavgarh,2,95,2,0,C02-BTR21-209,Monsoon,1,5.5,Low,None,Low,Yes,45,Fresh,25,SALIVA,Predation,AJAY
136,C02-BTR21-209-SL02,Bandhavgarh,33,95,32,0,C02-BTR21-209,Monsoon,1,5.5,Low,None,Low,Yes,45,Fresh,25,SALIVA,Post predation,AJAY
137,C02-BTR21-209-SL03,Bandhavgarh,9,95,9,0,C02-BTR21-209,Monsoon,1,5.5,Low,None,Low,Yes,45,Fresh,25,SALIVA,Post predation,AJAY
149,C02-BTR21-227-SL01,Bandhavgarh,4,95,4,0,C02-BTR21-227,Monsoon,3,7.5,High,High,High,No,75,Decay,35,SALIVA,Post predation,AJAY
155,C02-BTR21-228-SL01,Bandhavgarh,8,95,8,0,C02-BTR21-228,Monsoon,2,5.5,Low,Low,High,No,75,Fresh,75,SALIVA,Post predation,AJAY
165,C02-BTR21-237-SL01,Bandhavgarh,3,95,3,0,C02-BTR21-237,Monsoon,1,8.5,Low,None,Low,No,45,Fresh,65,SALIVA,Predation,AJAY
166,C02-BTR21-237-SL02,Bandhavgarh,5,95,5,0,C02-BTR21-237,Monsoon,1,8.5,Low,None,Low,No,45,Fresh,65,SALIVA,Post predation,AJAY
169,C02-BTR21-242-SL01,Bandhavgarh,6,95,6,0,C02-BTR21-242,Winter,0,7.5,None,None,None,No,15,Fresh,0,SALIVA,Predation,AJAY
170,C02-BTR21-242-SL02,Bandhavgarh,1,95,1,0,C02-BTR21-242,Winter,0,7.5,None,None,None,No,15,Fresh,0,SALIVA,Predation,AJAY
171,C02-BTR21-242-SL03,Bandhavgarh,5,95,5,0,C02-BTR21-242,Winter,0,7.5,None,None,None,No,15,Fresh,0,SALIVA,Post predation,AJAY
172,C02-BTR21-242-SL04,Bandhavgarh,5,95,5,0,C02-BTR21-242,Winter,0,7.5,None,None,None,No,15,Fresh,0,SALIVA,Post predation,AJAY
175,C02-BTR21-243-SL01,Bandhavgarh,6,95,6,0,C02-BTR21-243,Winter,2,6.5,None,None,Low,No,65,Fresh,35,SALIVA,Predation,AJAY
176,C02-BTR21-243-SL02,Bandhavgarh,6,95,6,0,C02-BTR21-243,Winter,2,6.5,None,None,Low,No,65,Fresh,35,SALIVA,Post predation,AJAY
177,C02-BTR21-243-SL03,Bandhavgarh,96,95,87,1,C02-BTR21-243,Winter,2,6.5,None,None,Low,No,65,Fresh,35,SALIVA,Post predation,AJAY
179,C02-BTR21-249-SL01,Bandhavgarh,3,95,3,0,C02-BTR21-249,Winter,0,11,None,None,None,No,5,Fresh,0,SALIVA,Predation,AJAY
180,C02-BTR21-249-SL02,Bandhavgarh,5,95,5,0,C02-BTR21-249,Winter,0,11,None,None,None,No,5,Fresh,0,SALIVA,Predation,AJAY
181,C02-BTR21-249-SL03,Bandhavgarh,4,95,4,0,C02-BTR21-249,Winter,0,11,None,None,None,No,5,Fresh,0,SALIVA,Post predation,AJAY
185,C02-BTR21-252-SL01,Bandhavgarh,29,95,28,0,C02-BTR21-252,Winter,1,2.5,None,None,Low,No,85,Fresh,15,SALIVA,Predation,AJAY
186,C02-BTR21-252-SL02,Bandhavgarh,25,95,25,0,C02-BTR21-252,Winter,1,2.5,None,None,Low,No,85,Fresh,15,SALIVA,Post predation,AJAY
187,C02-BTR21-252-SL03,Bandhavgarh,8,95,8,0,C02-BTR21-252,Winter,1,2.5,None,None,Low,No,85,Fresh,15,SALIVA,Post predation,AJAY
191,C02-BTR21-255-SL01,Bandhavgarh,3,95,3,0,C02-BTR21-255,Winter,2,7.5,None,None,Low,No,95,Fresh,15,SALIVA,Post predation,AJAY
192,C02-BTR21-255-SL02,Bandhavgarh,26,95,25,0,C02-BTR21-255,Winter,2,7.5,None,None,Low,No,95,Fresh,15,SALIVA,Post predation,AJAY
197,C02-BTR21-258-SL01,Bandhavgarh,5,95,5,0,C02-BTR21-258,Winter,1,4.5,Low,None,Low,No,15,Fresh,0,SALIVA,Predation,AJAY
198,C02-BTR21-258-SL02,Bandhavgarh,4,95,4,0,C02-BTR21-258,Winter,1,4.5,Low,None,Low,No,15,Fresh,0,SALIVA,Post predation,AJAY
199,C02-BTR21-258-SL03,Bandhavgarh,0,95,0,0,C02-BTR21-258,Winter,1,4.5,Low,None,Low,No,15,Fresh,0,SALIVA,Post predation,AJAY
211,C02-BTR21-263-SL01,Bandhavgarh,53,95,51,1,C02-BTR21-263,Winter,1,7.5,None,None,None,No,30,,30,SALIVA,Predation,AJAY
212,C02-BTR21-263-SL02,Bandhavgarh,5,95,5,0,C02-BTR21-263,Winter,1,7.5,None,None,None,No,30,,30,SALIVA,Post predation,AJAY
213,C02-BTR21-263-SL03,Bandhavgarh,31,95,29,0,C02-BTR21-263,Winter,1,7.5,None,None,None,No,30,,30,SALIVA,Post predation,AJAY
214,C02-BTR21-263-SL04,Bandhavgarh,52,95,50,1,C02-BTR21-263,Winter,1,7.5,None,None,None,No,30,,30,SALIVA,Post predation,AJAY
215,C02-BTR21-263-SL05,Bandhavgarh,50,95,48,1,C02-BTR21-263,Winter,1,7.5,None,None,None,No,30,,30,SALIVA,Post predation,AJAY
220,C02-BTR21-265-SL01,Bandhavgarh,54,95,52,1,C02-BTR21-265,Winter,2,7,None,None,Low,No,50,Fresh,35,SALIVA,Post predation,AJAY
221,C02-BTR21-265-SL02,Bandhavgarh,38,95,37,0,C02-BTR21-265,Winter,2,7,None,None,Low,No,50,Fresh,35,SALIVA,Post predation,AJAY
222,C02-BTR21-265-SL03,Bandhavgarh,93,95,86,1,C02-BTR21-265,Winter,2,7,None,None,Low,No,50,Fresh,35,SALIVA,Post predation,AJAY
223,C02-BTR21-265-SL04,Bandhavgarh,40,95,38,0,C02-BTR21-265,Winter,2,7,None,None,Low,No,50,Fresh,35,SALIVA,Post predation,AJAY
267,C02-BTR21-290-SL01,Bandhavgarh,52,95,50,1,C02-BTR21-290,Winter,2,7,None,None,Low,Yes,65,Fresh,15,SALIVA,Post predation,AJAY
268,C02-BTR21-290-SL02,Bandhavgarh,85,95,82,1,C02-BTR21-290,Winter,2,7,None,None,Low,Yes,65,Fresh,15,SALIVA,Post predation,AJAY
269,C02-BTR21-290-SL03,Bandhavgarh,90,95,84,1,C02-BTR21-290,Winter,2,7,None,None,Low,Yes,65,Fresh,15,SALIVA,Post predation,AJAY
270,C02-BTR21-290-SL04,Bandhavgarh,3,95,3,0,C02-BTR21-290,Winter,2,7,None,None,Low,Yes,65,Fresh,15,SALIVA,Predation,AJAY
274,C02-BTR21-299-SL01,Bandhavgarh,4,95,4,0,C02-BTR21-299,Winter,2,8,None,None,None,No,80,Eaten,50,SALIVA,Post predation,AJAY
298,C02-BTR21-308-SL01,Bandhavgarh,38,95,36,0,C02-BTR21-308,Winter,2,8,Low,None,Low,No,40,Fresh,5,SALIVA,Post predation,AJAY
299,C02-BTR21-308-SL02,Bandhavgarh,59,95,56,1,C02-BTR21-308,Winter,2,8,Low,None,Low,No,40,Fresh,5,SALIVA,Post predation,AJAY
300,C02-BTR21-308-SL03,Bandhavgarh,71,95,68,1,C02-BTR21-308,Winter,2,8,Low,None,Low,No,40,Fresh,5,SALIVA,Post predation,AJAY
301,C02-BTR21-308-SL04,Bandhavgarh,0,95,0,0,C02-BTR21-308,Winter,2,8,Low,None,Low,No,40,Fresh,5,SALIVA,Predation,AJAY
306,C02-BTR21-309-SL01,Bandhavgarh,83,95,79,1,C02-BTR21-309,Winter,1,8,None,None,None,No,60,Fresh,65,SALIVA,Post predation,AJAY
307,C02-BTR21-309-SL01,Bandhavgarh,83,95,79,1,C02-BTR21-309,Winter,1,8,None,None,None,No,60,Fresh,65,SALIVA,Post predation,AJAY
308,C02-BTR21-309-SL02,Bandhavgarh,79,95,76,1,C02-BTR21-309,Winter,1,8,None,None,None,No,60,Fresh,65,SALIVA,Post predation,AJAY
309,C02-BTR21-309-SL02,Bandhavgarh,79,95,76,1,C02-BTR21-309,Winter,1,8,None,None,None,No,60,Fresh,65,SALIVA,Post predation,AJAY
310,C02-BTR21-309-SL03,Bandhavgarh,76,95,72,1,C02-BTR21-309,Winter,1,8,None,None,None,No,60,Fresh,65,SALIVA,Predation,AJAY
315,C02-BTR21-315-SL01,Bandhavgarh,107,95,95,1,C02-BTR21-315,Winter,2,7,None,None,None,No,75,Fresh,55,SALIVA,Post predation,AJAY
316,C02-BTR21-315-SL02,Bandhavgarh,74,95,72,1,C02-BTR21-315,Winter,2,7,None,None,None,No,75,Fresh,55,SALIVA,Post predation,AJAY
324,C02-BTR21-317-SL01,Bandhavgarh,44,95,42,0,C02-BTR21-317,Winter,1,6,None,None,None,No,30,Fresh,40,SALIVA,Predation,AJAY
325,C02-BTR21-317-SL02,Bandhavgarh,10,95,9,0,C02-BTR21-317,Winter,1,6,None,None,None,No,30,Fresh,40,SALIVA,Post predation,AJAY
326,C02-BTR21-317-SL03,Bandhavgarh,72,95,69,1,C02-BTR21-317,Winter,1,6,None,None,None,No,30,Fresh,40,SALIVA,Post predation,AJAY
330,C02-BTR21-318-SL01,Bandhavgarh,7,95,7,0,C02-BTR21-318,Winter,1,4,None,None,None,No,55,Fresh,10,SALIVA,Predation,AJAY
331,C02-BTR21-318-SL02,Bandhavgarh,45,95,43,0,C02-BTR21-318,Winter,1,4,None,None,None,No,55,Fresh,10,SALIVA,Post predation,AJAY
332,C02-BTR21-318-SL03,Bandhavgarh,54,95,52,1,C02-BTR21-318,Winter,1,4,None,None,None,No,55,Fresh,10,SALIVA,Post predation,AJAY
337,C02-BTR21-322-SL01,Bandhavgarh,9,95,9,0,C02-BTR21-322,Winter,2,8,Low,None,None,No,75,Fresh,20,SALIVA,Post predation,AJAY
338,C02-BTR21-322-SL02,Bandhavgarh,16,95,16,0,C02-BTR21-322,Winter,2,8,Low,None,None,No,75,Fresh,20,SALIVA,Post predation,AJAY
342,C02-BTR21-328-SL01,Bandhavgarh,7,95,7,0,C02-BTR21-328,Winter,2,7.5,Low,Low,Low,No,40,Fresh,10,SALIVA,Predation,AJAY
343,C02-BTR21-328-SL02,Bandhavgarh,5,95,5,0,C02-BTR21-328,Winter,2,7.5,Low,Low,Low,No,40,Fresh,10,SALIVA,Post predation,AJAY
354,C02-BTR22-337-SL01,Bandhavgarh,10,95,10,0,C02-BTR21-337,Winter,2,7.5,None,None,None,No,70,Fresh,20,SALIVA,Predation,AJAY
355,C02-BTR22-337-SL02,Bandhavgarh,42,95,40,0,C02-BTR21-337,Winter,2,7.5,None,None,None,No,70,Fresh,20,SALIVA,Post predation,AJAY
356,C02-BTR22-337-SL03,Bandhavgarh,45,95,43,0,C02-BTR21-337,Winter,2,7.5,None,None,None,No,70,Fresh,20,SALIVA,Post predation,AJAY
359,C02-BTR22-339-SL01,Bandhavgarh,48,95,46,1,C02-BTR21-339,Winter,2,8,None,None,None,No,65,Fresh,10,SALIVA,Predation,AJAY
360,C02-BTR22-339-SL02,Bandhavgarh,13,95,13,0,C02-BTR21-339,Winter,2,8,None,None,None,No,65,Fresh,10,SALIVA,Post predation,AJAY
365,C02-BTR22-340-SL01,Bandhavgarh,26,95,25,0,C02-BTR21-340,Winter,1,7,None,None,None,No,10,Fresh,10,SALIVA,Predation,AJAY
366,C02-BTR22-340-SL02,Bandhavgarh,7,95,7,0,C02-BTR21-340,Winter,1,7,None,None,None,No,10,Fresh,10,SALIVA,Post predation,AJAY
369,C04-BTR21-035-SL01,Bandhavgarh,10,95,10,0,C04-BTR21-035,Summer,1,8.5,Low,Low,High,Yes,15,Bloated,45,SALIVA,Predation,ROUNAK
370,C04-BTR21-035-SL02,Bandhavgarh,5,95,5,0,C04-BTR21-035,Summer,1,8.5,Low,Low,High,Yes,15,Bloated,45,SALIVA,Post predation,ROUNAK
380,C04-BTR21-040-SL01,Bandhavgarh,8,95,8,0,C04-BTR21-040,Summer,1,4.5,Low,Low,Low,Yes,5,Fresh,75,SALIVA,Predation,ROUNAK
381,C04-BTR21-040-SL02,Bandhavgarh,7,95,7,0,C04-BTR21-040,Summer,1,4.5,Low,Low,Low,Yes,5,Fresh,75,SALIVA,Post predation,ROUNAK
395,C04-BTR21-066-SL01,Bandhavgarh,6,95,6,0,C04-BTR21-066,Monsoon,2,8.5,Low,Low,Low,No,15,Bloated,0,SALIVA,Post predation,ROUNAK
397,C04-BTR21-074-SL01,Bandhavgarh,4,95,4,0,C04-BTR21-074,Monsoon,2,3.5,Low,Low,Low,No,85,Eaten,85,SALIVA,Post predation,ROUNAK
409,C04-BTR21-078-SL01,Bandhavgarh,5,95,5,0,C04-BTR21-078,Monsoon,1,3.5,Low,None,Low,No,25,Fresh,25,SALIVA,Predation,ROUNAK
410,C04-BTR21-078-SL02,Bandhavgarh,38,95,36,0,C04-BTR21-078,Monsoon,1,3.5,Low,None,Low,No,25,Fresh,25,SALIVA,Post predation,ROUNAK
411,C04-BTR21-078-SL03,Bandhavgarh,8,95,8,0,C04-BTR21-078,Monsoon,1,3.5,Low,None,Low,No,25,Fresh,25,SALIVA,Post predation,ROUNAK
412,C04-BTR21-083-SL01,Bandhavgarh,5,95,5,0,C04-BTR21-083,Monsoon,2,3.5,Low,Low,Low,No,95,Eaten,75,SALIVA,Post predation,ROUNAK
419,C04-BTR21-087-SL01,Bandhavgarh,79,95,75,1,C04-BTR21-087,Monsoon,2,9.5,Low,Low,Low,No,45,Bloated,25,SALIVA,Post predation,ROUNAK
424,C04-BTR21-088-SL01,Bandhavgarh,7,95,7,0,C04-BTR21-088,Monsoon,1,5.5,Low,Low,Low,No,85,Fresh,85,SALIVA,Predation,ROUNAK
425,C04-BTR21-088-SL02,Bandhavgarh,39,95,38,0,C04-BTR21-088,Monsoon,1,5.5,Low,Low,Low,No,85,Fresh,85,SALIVA,Predation,ROUNAK
430,C04-BTR21-089-SL01,Bandhavgarh,6,95,6,0,C04-BTR21-089,Monsoon,2,2.5,Low,None,Low,No,75,Fresh,75,SALIVA,Post predation,ROUNAK
431,C04-BTR21-089-SL02,Bandhavgarh,5,95,5,0,C04-BTR21-089,Monsoon,2,2.5,Low,None,Low,No,75,Fresh,75,SALIVA,Post predation,ROUNAK
433,C04-BTR21-090-SL01,Bandhavgarh,3,95,3,0,C04-BTR21-090,Monsoon,1,5.5,Low,Low,High,No,15,Fresh,15,SALIVA,Post predation,ROUNAK
434,C04-BTR21-090-SL02,Bandhavgarh,105,95,95,1,C04-BTR21-090,Monsoon,1,5.5,Low,Low,High,No,15,Fresh,15,SALIVA,Post predation,ROUNAK
