unique.ind,date,village,id,latitude,longitude,visit.month,days.per.visit,visit.reason,distance,other.visit.grids
140,23-04-2023,kapu,1264,29.054131,94.907431,1;12,4,resident,0.27,NA
141,23-04-2023,kapu,1208,29.039498,94.897461,6;7;10;11,15,rice farming,1.69,1264;1207
142,23-04-2023,kapu,1208,29.034242,94.896686,6;7,20,rice farming,2.14,1264;1207
142,23-04-2023,kapu,1264,29.051719,94.907016,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,NA
143,24-04-2023,kapu,1207,29.050121,94.898873,5;6,3,tuber collection,1.15,1264
144,24-04-2023,gelling,NA,29.134957,94.97763,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,NA
145,24-04-2023,gelling,NA,29.133978,94.979181,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,NA
146,25-04-2023,gelling,NA,29.134297,94.980298,5,20,jhum farming,0.5,NA
147,26-04-2023,norbuling,NA,29.126389,94.973007,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,NA
148,27-04-2023,norbuling,NA,29.13287,94.965178,4;5,15,jhum farming,1.19,NA
149,24-04-2023,bona,1320,29.094928,94.946628,4;5,20,rice farming,0.3,NA
150,25-04-2023,bona,1319,29.098202,94.948472,4;5;6,10,resident,0.1,1320
151,26-04-2023,bona,1319,29.101917,94.942618,4;5;6;7,20,rice farming,0.72,1320
152,26-04-2023,tuting,1264,29.054273,94.903346,1;2;3;4;5;6;7;8;9;10;11;12,7,hydel employee,9.7,1209;1208;1207
153,26-04-2023,simuge,1324,28.966003,94.933225,4,1,rice farming,20,1728
154,26-04-2023,simuge,1728,28.840176,95.156293,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,NA
154,26-04-2023,simuge,1728,28.841152,95.150895,1;4;5;6;7;12,7,"rice farming,trapping",0.55,NA
156,26-04-2023,simuge,1728,28.845033,95.146948,1;2;12,3,"trapping,hunting",1.25,NA
157,26-04-2023,simuge,1728,28.847041,95.16556,1;12,6,trapping,1.1,NA
158,26-04-2023,singa,1786,28.819991,95.184488,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,NA
159,26-04-2023,simuge,1728,28.839842,95.156745,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,NA
160,26-04-2023,simuge,1728,28.840892,95.148605,1;11;12,15,hunting,1,NA
160,26-04-2023,simuge,NA,28.844081,95.322677,1;2;11;12,6,hunting,14.7,1728
160,26-04-2023,simuge,NA,28.70363,95.364835,1;2;11;12,6,hunting,23.5,1728
161,27-04-2023,mankota,1555,28.888592,95.076452,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,NA
162,27-04-2023,mankota,1555,28.887267,95.073827,5;6;7,20,rice farming,0.31,NA
163,28-04-2023,mankota,1555,28.8856,95.064975,6;7;10,10,rice farming,1.15,NA
164,27-04-2023,nyotkong,1554,28.912568,95.054449,5,4,fencing,2.42,1497
164,27-04-2023,nyotkong,1497,28.915865,95.024176,9;10,7,rice farming,0.3,NA
165,27-04-2023,nyotkong,1497,28.919015,95.025313,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,NA
166,29-04-2023,zido,1211,28.958394,94.88086,2,4,trapping,3.5,1267;1210
166,29-04-2023,zido,1267,28.982967,94.920527,2;3,5,trapping,1.48,NA
167,29-04-2023,zido,1267,28.965583,94.9023,3,1,hunting,1.77,NA
167,29-04-2023,zido,1210,28.974065,94.895789,2;3,2,frog collection,1.26,1267
167,29-04-2023,zido,1267,28.967102,94.906099,3;4,10,rice farming,1.65,NA
168,1/5/2023,nigging,1039,28.986693,94.806311,1;2;3;10;11;12,3,trapping,7.54,1097;1096
168,1/5/2023,nigging,1039,28.966412,94.782097,1;2;3;10;11;12,3,"trapping,hunting",7.38,1097;1096
169,1/5/2023,nigging,NA,29.004343,94.720722,7;8;9,15,"trapping,hunting",12.7,1097;1096;1039
169,1/5/2023,nigging,1154,28.952624,94.843838,4;5,4,rice farming,0.97,1097
170,2/5/2023,nigging,1039,28.971617,94.786659,1;2;11;12,2,hunting,5,1097;1096
170,2/5/2023,nigging,1097,28.954133,94.831609,1;2;3;10;11;12,30,resident,0,NA
170,2/5/2023,nigging,1154,28.954294,94.844383,4;5,6,"rice farming,mithun searching",1.16,1097
171,2/5/2023,nigging,983,28.957836,94.761541,1;10;11;12,10,trapping,7.42,1097;1040
171,2/5/2023,nigging,1154,28.959408,94.849422,4;5,5,rice farming,1.53,1097
172,2/5/2023,nigging,1039,28.97364,94.781847,1;9;10;11;12,12,trapping,6.47,1097;1096
172,2/5/2023,nigging,1153,28.973348,94.859287,5,1,mithun searching,3.97,1097;1154
172,2/5/2023,nigging,1154,28.959131,94.854238,5,1,mithun searching,2.08,1097
173,2/5/2023,nigging,1097,28.961338,94.832047,NA,NA,hunting,0.81,NA
174,3/5/2023,pango,985,28.887735,94.752419,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,NA
175,3/5/2023,pango,985,28.885872,94.760747,6;7;10;11,10,rice farming,0.76,NA
176,3/5/2023,pango,985,28.90599,94.770976,1;2;3;4;5;6;7;8;9;10;11;12,25,"resident,GREF employee",0.25,NA
177,3/5/2023,pango,985,28.896544,94.754737,1;10;11;12,10,mithun searching,1.09,NA
177,3/5/2023,pango,928,28.888776,94.727297,1;11;12,6,hunting,2.47,985
178,3/5/2023,pango,872,28.868165,94.703045,1;10;11;12,10,trapping,4.2,928;929;985
179,3/5/2023,nigging,929,28.871802,94.741306,4,2,mithun searching,2.06,985;986
179,3/5/2023,nigging,985,28.900183,94.748937,10;11;12,10,trapping,2.43,NA
179,3/5/2023,nigging,930,28.854822,94.72884,10;11;12,10,trapping,4.5,986;929;985
180,3/5/2023,singing,1042,28.897481,94.784134,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,NA
180,3/5/2023,singing,1041,28.92419,94.792411,4;5;6;7,8,rice farming,3,1042
180,3/5/2023,singing,1043,28.870923,94.79326,1;11;12,10,trapping,5,1042
181,3/5/2023,singing,1042,28.888209,94.800282,1;2;3;10;11;12,8,trapping,3.09,NA
181,3/5/2023,singing,985,28.892251,94.77662,4;5,10,rice farming,0.93,1042
182,3/5/2023,singing,1042,28.888209,94.800282,1;2;3;12,10,trapping,1.76,NA
182,3/5/2023,singing,1098,28.913835,94.810004,5,1,mithun searching,3.08,1042;1041
183,3/5/2023,singing,1267,28.972776,94.919641,12,3,firewood collection,20.4,1042
184,4/5/2023,migging,988,28.816412,94.749031,NA,NA,transit,4.75,986;987
184,4/5/2023,migging,987,28.852982,94.772843,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,986
184,4/5/2023,migging,987,28.836365,94.759779,3,1,PHE employee,2.29,986
185,4/5/2023,migging,986,28.862752,94.758706,5;6,3,fishing,1.9,NA
185,4/5/2023,migging,1044,28.847276,94.791684,1;2;9;10;11;12,8,trapping,1.75,986;987
186,8/5/2023,migging,986,28.854931,94.775111,12,2,firewood collection,0.2,NA
186,8/5/2023,migging,988,28.819565,94.757208,NA,NA,PHE employee,4.03,986;987
186,8/5/2023,migging,931,28.821293,94.74172,1;2;11;12,10,trapping,4.81,987;930;986
187,8/5/2023,migging,987,28.85344,94.774979,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,986
187,8/5/2023,migging,1042,28.897577,94.783753,2,3,mithun searching,4.7,986;985
188,12/5/2023,palling,1214,28.858689,94.882518,1;2,6,trapping,10,1101;1158
188,12/5/2023,palling,1044,28.83673,94.788671,5,2,mithun searching,3,1101
188,12/5/2023,palling,1100,28.856081,94.826913,5,2,mithun searching,3,1101
189,12/5/2023,palling,1101,28.841827,94.810499,11;12,4,hunting,2,NA
189,12/5/2023,palling,1215,28.82821,94.886596,5;6;10;11,8,rice farming,1,1101;1158
189,12/5/2023,palling,1158,28.831662,94.854038,1;2,9,trapping,4,1101
189,12/5/2023,palling,1044,28.83445,94.791225,11;12,10,trapping,1.75,1101
189,12/5/2023,palling,1102,28.820614,94.812187,1;11;12,10,trapping,1.83,1101
190,13-05-2023,palling,1100,28.856081,94.826913,2;5,3,mithun searching,2.63,1101
190,13-05-2023,palling,1045,28.825904,94.790236,2;5,3,mithun searching,2.38,1044;1101
191,13-05-2023,palling,1044,28.835075,94.783339,2;5,3,mithun searching,2.73,1101
191,13-05-2023,palling,1101,28.843494,94.817599,4,3,rice farming,1.08,NA
192,13-05-2023,palling,1101,28.846321,94.827578,1;2;3,6,trapping,2.16,NA
192,13-05-2023,palling,1101,28.82885,94.812211,1;2;3;4;5;6;7;8;9;10;11;12,4,mithun searching,0.96,NA
192,13-05-2023,palling,1044,28.838646,94.803417,1;2;3;4;5;6;7;8;9;10;11;12,4,mithun searching,0.61,1101
193,13-05-2023,palling,1044,28.84351,94.801469,6;7;10;11,12,rice farming,1.03,1101
194,13-05-2023,likor,1215,28.835082,94.895921,1;11;12,4,"orange farming,cardamom farming, paris polyphylla collection",0.89,NA
195,13-05-2023,likor,1272,28.83411,94.905269,5,1,mithun searching,1.29,1215
196,13-05-2023,likor,1271,28.859911,94.906879,1;10;11;12,10,"trapping,hunting",3.83,1272;1215
197,13-05-2023,likor,1215,28.83802,94.898119,2,4,trapping,1.21,NA
197,14-05-2023,likor,1329,28.847507,94.939815,2,4,trapping,4.48,1215;1272
197,14-05-2023,likor,1216,28.825025,94.886338,2;5,15,mithun searching,0.93,1215
197,14-05-2023,likor,1273,28.820775,94.900246,2;5,15,rice farming,0.65,1215;1216
197,14-05-2023,likor,1158,28.827849,94.864265,5;9;10,3,fishing,3.11,1215
198,14-05-2023,likor,1272,28.846704,94.913764,1;2;3;10;11;12,4,trapping,2.96,1215
199,14-05-2023,likor,1215,28.833711,94.894967,1;2;3;10;11;12,3,trapping,0.72,NA
199,14-05-2023,likor,1158,28.82944,94.861825,8;9,2,cardamom farming,3.33,1215
199,14-05-2023,likor,1216,28.817623,94.898093,5,2,mithun searching,1.04,1215
199,14-05-2023,likor,1101,28.83087,94.810584,6;7;9;10,10,rice farming,0.1,1215;1158
199,14-05-2023,likor,1214,28.87124,94.877906,1;2;3;4;5,10,trapping,2.5,1215
200,14-05-2023,likor,1213,28.885744,94.893716,1;2;12,10,trapping,5.5,1215;1214
201,14-05-2023,likor,1272,28.82672,94.911068,5,2,mithun searching,1,1215
202,14-05-2023,likor,1158,28.839332,94.856545,9;10;11;12,15,hunting,5.5,1215
202,14-05-2023,likor,1213,28.884453,94.895975,9;10;11;12,15,hunting,7.5,1214;1215
203,14-05-2023,pugging,1389,28.757794,94.964935,1;2,15,trapping,3.25,1332
203,14-05-2023,pugging,1217,28.772342,94.869037,6;7;8,2,"rice farming,mithun searching",7.2,1332;1275;1218
204,14-05-2023,pugging,1274,28.785856,94.90432,1;2,10,trapping,11.9,1332;1275
204,14-05-2023,pugging,1217,28.775945,94.894651,1;2;3;4;5;6;7;8;9;10;11;12,10,mithun searching,4.92,1332;1275;1218
205,14-05-2023,pugging,1218,28.759085,94.867787,1;2,4,hunting,7.44,1332;1275
205,14-05-2023,pugging,1274,28.778769,94.899661,1;2,4,hunting,5.17,1332;1275
206,14-05-2023,pugging,1332,28.76329,94.94016,1;2,5,trapping,1.99,NA
206,14-05-2023,pugging,1275,28.749918,94.927287,1;2;3;4;5;6;7;8;9;10;11;12,3,mithun searching,1.17,1332
207,14-05-2023,pugging,1390,28.743104,94.972938,1;2,3,hunting,3.62,1332;1333
207,14-05-2023,pugging,1332,28.760515,94.94139,1;2,3,hunting,2.16,NA
207,14-05-2023,pugging,1217,28.77358,94.895509,1;2,3,hunting,5.2,1332;1275;1218
208,14-05-2023,pugging,1332,28.746093,94.935774,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,NA
209,14-05-2023,pugging,1333,28.742717,94.934744,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,1332
210,16-05-2023,mosing,988,28.820968,94.764829,9;10;11;12,10,trapping,19,1045;1046;989
211,16-05-2023,pango,929,28.865369,94.744018,5;12,3,mithun searching,2.7,985;986
211,16-05-2023,pango,986,28.859568,94.74738,5;12,3,mithun searching,3.01,985
212,16-05-2023,pango,985,28.901255,94.760142,5;12,3,mithun searching,1.9,NA
212,16-05-2023,pango,928,28.892641,94.720393,1;2;10;11;12,2,hunting,4.57,985
213,16-05-2023,janbo,1160,28.798268,94.853398,3,2,trapping,0.54,NA
214,16-05-2023,janbo,1160,28.794755,94.857864,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,NA
215,17-05-2023,mosing,988,28.822828,94.756866,3,10,trapping,3.74,1045;1046;989
216,17-05-2023,mosing,988,28.819237,94.760409,1;2;10;11;12,15,trapping,3.17,1045;1046;989
216,17-05-2023,mosing,989,28.789814,94.77299,5,3,fishing,2.83,1045;1046
216,17-05-2023,mosing,1045,28.800416,94.777057,NA,NA,mithun searching,1.87,NA
217,17-05-2023,mosing,987,28.832202,94.765688,9;10;11;12,8,"rice farming,trapping",3.76,1045;1046;989;987
218,17-05-2023,janbo,1162,28.744249,94.85128,3;4,5,rice farming,10,1160;1161
218,17-05-2023,janbo,1160,28.79785,94.843659,3;4,5,rice farming,1.54,NA
218,17-05-2023,janbo,1102,28.808069,94.82299,5;6;7,15,rice farming,3.76,1160;1159
219,17-05-2023,janbo,1273,28.80048,94.911841,10;11;12,4,trapping,4.57,1160;11217;1216
219,17-05-2023,janbo,1160,28.784968,94.847552,10;11;12,4,trapping,1.78,NA
219,17-05-2023,janbo,1102,28.808069,94.82299,5;6;7,9,rice farming,3.76,1160;1159
220,17-05-2023,bomdo,1276,28.723447,94.921044,1;2;10;11;12,15,trapping,3.94,1218;1275
220,17-05-2023,bomdo,1276,28.726935,94.905216,1;2;10;11;12,15,"rice farming,trapping",2.94,1218;1275
220,17-05-2023,bomdo,700,28.902045,94.6176,1;10;11;12,7,hunting,31.9,1218;987;930;873;872;815
221,17-05-2023,bomdo,NA,28.51363,94.749111,1;10;11;12,7,hunting,30.6,1218;1392;1336;1337;1280;1281;1224
221,17-05-2023,bomdo,1163,28.708623,94.839577,1;10;11;12,8,hunting,7.45,1218;1219;1162
221,17-05-2023,bomdo,1337,28.614525,94.942871,1;10;11;12,8,hunting,15.9,1218;1276;1277;1278;1336;1337
222,17-05-2023,ramsing,1449,28.665868,95.004729,1;2;12,15,trapping,1.38,NA
222,17-05-2023,ramsing,1393,28.63989,94.982005,1;2;12,15,trapping,2.76,1449;1450
222,17-05-2023,ramsing,1392,28.667262,94.964963,2,2,mithun searching,2.83,1449
223,17-05-2023,ramsing,1449,28.664447,94.991431,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,NA
224,18-05-2023,bomdo,1276,28.71764,94.921892,11;12,3,mithun searching,4.77,1218;1275
225,18-05-2023,bomdo,1276,28.73026,94.911948,1;2;3;4;5;6;7;8;9;10;11;12,4,mithun searching,2.89,1218;1275
226,18-05-2023,bomdo,1218,28.749732,94.87876,1;2;5;8;10;11;12,10,"trapping,hunting",1.78,NA
226,18-05-2023,bomdo,1162,28.744843,94.859083,7,2,mithun searching,3.72,1218;1219
226,18-05-2023,bomdo,1275,28.753351,94.89846,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,1218
226,18-05-2023,bomdo,1219,28.738026,94.875191,7;8,10,trapping,2.62,1218
227,18-05-2023,bomdo,1276,28.723696,94.924979,1;2;10;11;12,15,trapping,4.14,1218;1275
227,18-05-2023,bomdo,1334,28.709169,94.94231,1;2;10;11;12,5,mithun searching,6.78,1218;1275;1276;1333
227,18-05-2023,bomdo,1334,28.706162,94.937673,1;2;10;11;12,9,cane collection,6.56,1218;1275;1276;1333
228,18-05-2023,jengging,1567,28.559333,95.070548,1;2,7,hunting,1.67,1568
228,19-05-2023,jengging,1568,28.550868,95.052832,2;3,4,mithun searching,1.48,NA
229,19-05-2023,jengging,1568,28.551509,95.07073,6;7,6,rice farming,0.62,NA
230,19-05-2023,jengging,1568,28.549281,95.056753,2;3,4,mithun searching,1.05,NA
231,19-05-2023,jengging,1509,28.593559,95.031868,2;3,4,mithun searching,1.49,1568;1567;1566
231,19-05-2023,jengging,1567,28.56222,95.067893,1;12,4,rice farming,1.24,1568
232,19-05-2023,jengging,1568,28.549446,95.048084,1;12,3,hunting,1.17,NA
233,19-05-2023,jengging,1568,28.543005,95.052527,1;2;3;4;5;6;7;8;9;10;11;12,NA,FD patrolling,1.11,NA
233,19-05-2023,jengging,1567,28.568975,95.064721,2;3,3,hunting,2.46,1568
234,19-05-2023,jengging,1567,28.573852,95.061706,9;10,15,rice farming,2.7,1568
235,19-05-2023,jengging,1567,28.567981,95.060251,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0.1,1568
236,20-05-2023,pango,985,28.90599,94.770976,1;2;3;4;5;6;7;8;9;10;11;12,25,"resident,GREF work",0.25,NA
237,30-05-2022,millang,1853,28.528959,95.21032,1;2;3,3,"jhum farming,mithun searching",1.96,1854
237,30-05-2022,millang,1853,28.530177,95.213276,1;2;3,3,"jhum farming,mithun searching",2.09,1854
237,30-05-2022,millang,1912,28.485538,95.237499,12,3,Pangolin searching,3.24,1854;1911
237,31-05-2023,millang,1797,28.510124,95.185627,1;2;3,3,jhum farming,3.26,1854
238,31-05-2023,millang,1853,28.530866,95.213057,2,6,hunting,2,1854
239,31-05-2023,millang,1853,28.534702,95.218971,1;2;5,3,jhum farming,2.45,1854
240,31-05-2023,millang,1797,28.519092,95.196602,2;9,3,trapping,2.31,1854
240,31-05-2023,millang,1854,28.517479,95.204977,1;2;11;12,3,jhum farming,1.5,NA
241,31-05-2023,millang,1854,28.514463,95.204568,1;2;11;12,3,mithun searching,1.35,NA
241,31-05-2023,millang,1853,28.531647,95.207124,1;2,3,"orange farming,lemon farming",2.55,1854
242,30-05-2022,millang,1798,28.481887,95.189545,1;2;3;4;5;6;7;8;9;10;11;12,5,mithun searching,4.39,1854;1855
243,30-05-2022,millang,1797,28.523252,95.195709,9;11;12,5,trapping,2.5,1854
243,30-05-2022,millang,1854,28.507714,95.201754,9;11;12,5,trapping,1.49,NA
243,30-05-2022,millang,1740,28.519759,95.158043,9;11;12,5,trapping,6,1854;1797
243,30-05-2022,millang,1853,28.539316,95.200347,9;11;12,5,trapping,1.75,1854
244,18-12-2022,mopom,1972,28.398635,95.267994,1;2,20,hunting,2.17,1915
244,18-12-2022,mopom,1974,28.358941,95.285826,1;2,20,cardamom farming,3,1915;1916;1973
245,18-12-2022,mopom,1916,28.386729,95.245084,6;12,10,phrynium pubinerve collection,0.7,1915
245,18-12-2022,mopom,1972,28.38778,95.283972,12,10,hunting,1.6,1915
246,18-12-2022,mopom,1972,28.38765,95.280481,12,5,community hunting,1.6,1915
247,19-12-2022,mopom,1915,28.387642,95.249284,1,4,firewood collection,3.82,NA
247,19-12-2022,mopom,1916,28.37757,95.255069,6;7,15,rice farming,1.67,1915
248,19-12-2022,mopom,1973,28.367763,95.287633,1;3;10;11;12,9,"trapping,hunting",4.78,1915;1972
249,19-12-2022,mopom,2088,28.346641,95.326383,1;3;10;11;12,6,"trapping,hunting",11.7,1915;1972;1973;1974;2031
249,19-12-2022,mopom,1916,28.381092,95.252616,1,3,Pangolin searching,1.09,1915
249,19-12-2022,mopom,2031,28.34403,95.293136,1;3;10;11;12,9,"trapping,hunting",6.49,1915;1972;1973;1974
250,19-12-2022,mopom,1915,28.392757,95.250515,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,NA
250,19-12-2022,mopom,2088,28.347568,95.326798,1;2;3;12,6,"trapping,hunting",8.48,1915;1972;1973;1974;2031
251,19-12-2022,mopom,1973,28.381777,95.27544,6;7;8;10;11;12,10,rice farming,2.75,1915;1972
251,19-12-2022,mopom,1916,28.373045,95.25459,10,3,ritual hunting,2.36,1915
252,19-12-2022,sibuk,1915,28.404793,95.228285,1;2;3;10;11;12,15,mithun searching,3,1972;1915
252,19-12-2022,sibuk,1973,28.36357,95.271844,1;2;3;4;5;6;7;8;9;10;11;12,15,mithun searching,4,NA
253,19-12-2022,siko,2030,28.365818,95.290475,10;11;12,20,trapping,2.35,1973
253,19-12-2022,siko,1972,28.399071,95.265481,10;11;12,15,trapping,1.88,1973
254,19-12-2022,siko,2029,28.389848,95.290483,2;3,10,trapping,2.16,1973;1972
254,19-12-2022,siko,1972,28.386574,95.283998,2;3,10,trapping,1,1973
254,19-12-2022,siko,1972,28.399853,95.268315,10;11;12,15,trapping,1,1973
255,19-12-2022,siko,1972,28.390788,95.274084,10;11;12,15,"phrynium pubinerve collection,trapping,mithun searching",1.6,1973
256,19-12-2022,siko,1972,28.39123,95.274137,12,5,community hunting,1.09,1973
257,20-12-2022,bine,1973,28.381388,95.264755,6,5,"firewood collection,fencing",0.5,NA
257,20-12-2022,bine,1916,28.381757,95.243904,6;7,5,rice farming,2.76,1973
258,20-12-2022,bine,1972,28.401086,95.266353,10;11;12,5,trapping,0.7,1973
259,20-12-2022,bine,1973,28.378912,95.26477,3,10,jhum farming,0.7,NA
259,20-12-2022,bine,1971,28.417976,95.273625,3,5,mithun searching,4.63,1973;1972
260,20-12-2022,bine,1972,28.402636,95.265064,1;12,2,hunting,3,1973
260,20-12-2022,bine,NA,28.320567,95.500346,1;12,2,hunting,23.7,2030;1973
260,20-12-2022,bine,2149,28.23116,95.373491,1;12,6,hunting,21.6,1973;2031;2032;2148
261,20-12-2022,sibuk,1974,28.345865,95.269112,11;12,10,timber collection,1.84,1973
262,20-12-2022,sibuk,1974,28.344123,95.270392,8,1,frog collection,1.96,1973
262,20-12-2022,sibuk,1920,28.257687,95.238137,2;3;10;11,6,trapping,12.5,1973;1916;1859;1860;1861;1862;1863
263,20-12-2022,sibuk,1974,28.341522,95.271517,6;7;8;10;11;12,6,rice farming,2.97,1973
263,20-12-2022,sibuk,1916,28.3706,95.254943,1;2;3;6;7;8,6,"jhum farming,orange farming,cardamom farming",1.13,1973
264,21-12-2022,padu,1804,28.31041,95.194837,1;2;3;10;11;12,3,trapping,0.2,1861
264,21-12-2022,padu,1862,28.299617,95.196808,1;7,3,"jhum farming,orange farming,mithun searching",0.79,1861
264,21-12-2022,padu,1805,28.302185,95.192211,1;7,3,"jhum farming,orange farming,mithun searching",1.02,1861
265,21-12-2022,padu,1863,28.274441,95.224564,1;7,2,"orange farming,phrynium pubinerve collection",4.79,1861;1862
265,21-12-2022,padu,1862,28.285599,95.195648,6;12,3,"rice farming,orange farming,trapping",2.06,1861
266,21-12-2022,padu,1863,28.275337,95.19947,1;12,4,hunting,3.23,1862;1861
266,21-12-2022,padu,1862,28.288609,95.204447,1;12,4,hunting,1.76,1861
267,21-12-2022,padu,1862,28.282326,95.203843,3;4;11,7,"vegetable farming,hunting",2.39,1861
267,21-12-2022,padu,1805,28.301347,95.190525,6;7;8;10;11;12,3,rice farming,0.95,1861
268,21-12-2022,padu,1861,28.309783,95.202634,1;2;3;10;11;12,10,trapping,0.55,NA
269,22-12-2022,padu,1805,28.290397,95.192455,1;2;3,3,firewood collection,1.98,1861
270,22-12-2022,padu,1861,28.310224,95.202244,1;2;3,3,"firewood collection,trapping",0.53,1861
270,22-12-2022,padu,1862,28.283787,95.214446,1;2;3;10;11;12,8,trapping,3.1,1861
271,22-12-2022,padu,1862,28.284663,95.213791,1;2;3;10;11;12,8,trapping,2.8,1861
272,22-12-2022,padu,1861,28.308074,95.202039,4,5,livistona jenkinsiana collection,0.46,NA
272,22-12-2022,padu,1862,28.287646,95.218958,4,3,livistona jenkinsiana collection,2.92,1861
273,22-12-2022,padu,1862,28.280069,95.210226,1;2;11;12,20,trapping,3.32,1861
273,22-12-2022,padu,1920,28.272086,95.235394,2;12,3,Pangolin searching,3,1861;1862;1963
273,22-12-2022,padu,1804,28.309049,95.193332,2;12,3,Pangolin searching,2.5,1861
274,22-12-2022,padu,1861,28.31538,95.198054,2;12,2,Pangolin searching,5,NA
275,22-12-2022,padu,1861,28.323753,95.199527,2;12,2,Pangolin searching,3.5,NA
276,22-12-2022,sille,1921,28.24396,95.227322,1,2,phrynium pubinerve collection,1.6,1964
276,22-12-2022,sille,1923,28.195637,95.227559,9;10,6,frog collection,3.87,1864;1922;1921
277,22-12-2022,sille,1922,28.212256,95.23958,4,2,mithun searching,2.56,1864;1921
278,23-12-2022,jeying,1864,28.250477,95.219627,12,8,hunting,1,1863
278,23-12-2022,jeying,1922,28.207612,95.238754,3;4;5,4,mithun searching,6,1863.1864;1921
279,23-12-2022,sille,1864,28.24895,95.221661,1;2;12,7,"trapping,hunting",1,NA
280,23-12-2022,jeying,1864,28.251561,95.219464,1;2;3;9;10;11;12,15,trapping,1.02,1863
280,23-12-2022,jeying,1921,28.239017,95.235805,9;12,20,cardamom farming,2.95,1864
