unique.ind,village,id,latitude,longitude,presence.absence,signs,freq.sighting,year.obs,sighting.month
403,mirem,1875,27.937133,95.205736,0,ds,NA,2017,12
404,mirem,1874,27.955834,95.214873,0,ds,month,2011,NA
404,mirem,1818,27.946471,95.166019,1,ob,year,2021,NA
405,miglung,1930,27.99492,95.24028,1,nb,week,2021,11
405,miglung,1988,27.979192,95.262256,1,nb,week,2021,9
405,miglung,1931,27.97441,95.22457,1,ds,NA,2020,NA
406,miglung,1930,27.99492,95.24028,1,ds,NA,2020,NA
406,miglung,1991,27.89711,95.26608,1,nb,week,2021,NA
406,miglung,1933,27.91616,95.22683,0,ds,NA,2006,NA
407,remi,1933,27.91139,95.23755,0,ob,month,2016,NA
407,remi,1875,27.93019,95.20463,1,"nb,ob",year,2021,NA
408,ledum,1703,27.96778,95.12374,0,ds,NA,2003,NA
409,ledum,1704,27.93828,95.1145,0,ds,NA,2019,NA
410,ledum,1703,27.96778,95.12374,0,ds,NA,2019,NA
410,ledum,1876,27.915546,95.201137,1,ds,NA,2020,12
411,ledum,1703,27.96778,95.12374,0,ds,NA,2009,NA
411,ledum,1875,27.93166,95.19803,1,nb,year,2020,3
412,ledum,1933,27.91249,95.22316,0,ds,NA,2007,NA
412,ledum,1934,27.89132,95.23801,0,ds,NA,2011,NA
412,ledum,1933,27.91671,95.22893,1,"nb,ob",month,2020,NA
412,ledum,1876,27.924084,95.212229,1,"nb,ob",month,2020,NA
413,bilat,1934,27.896628,95.243654,1,nb,NA,2021,7
413,bilat,1817,27.965242,95.172184,0,ds,year,2014,NA
414,bilat,1875,27.94585,95.21255,1,ob,NA,2021,11
414,bilat,1819,27.921064,95.177113,0,ds,NA,2011,NA
415,bilat,1875,27.94047,95.19482,0,ds,NA,2011,NA
415,bilat,1818,27.9495,95.1704,0,ds,year,2018,NA
416,bilat,1818,27.9495,95.1704,0,ob,month,2019,NA
416,bilat,1817,27.963306,95.178603,1,"nb,ob",month,2021,11
417,bilat,1874,27.96439,95.191042,1,ds,NA,2020,NA
417,bilat,1818,27.93711,95.17062,0,ds,NA,1993,NA
418,bilat,1818,27.9495,95.1704,1,ob,year,2021,7
419,bilat,1818,27.9495,95.1704,0,ds,,2019,NA
419,bilat,1875,27.95409,95.194925,1,ds,year,2020,NA
420,tekang,1877,27.8798,95.2098,1,ds,year,2021,11
420,tekang,1877,27.8754,95.2158,0,nb,NA,2019,NA
420,tekang,1877,27.8775,95.2077,1,ds,year,2020,11
420,tekang,1932,27.942556,95.234149,0,ds,year,2018,NA
420,tekang,1932,27.933687,95.225988,0,ds,year,2019,NA
421,tekang,1928,28.041317,95.224099,0,ds,NA,2012,NA
422,tekang,1872,28.021375,95.213495,1,"nb,ob",week,2021,NA
423,yagrung,1935,27.871,95.2413,0,ds,NA,2017,NA
423,yagrung,1934,27.8884,95.2432,1,ob,week,2021,NA
423,yagrung,1935,27.8666,95.2385,0,ds,month,2004,NA
424,sibut,1986,28.011077,95.272262,1,nb,week,2020,NA
424,sibut,1988,27.979127,95.257001,0,nb,NA,2014,NA
425,sibut,1987,27.98828,95.27128,1,ds,week,2020,2
426,sibut,1987,27.990239,95.273447,1,ds,week,2020,NA
427,sibut,1987,27.986667,95.276851,0,ds,NA,2011,3
427,sibut,1986,28.015105,95.27836,1,ds,month,2020,12
428,sibut,1929,28.017458,95.223546,1,ds,year,2020,12
428,sibut,1987,27.99374,95.2654,1,nb,week,2021,6
428,sibut,1930,27.99492,95.24028,1,"nb,ob",week,2020,NA
429,sibut,2044,27.990296,95.289906,0,ds,NA,2017,NA
430,sibut,2044,27.9902,95.287066,0,ds,year,2017,NA
431,sibut,2044,27.996028,95.298822,0,ds,NA,2006,NA
432,sibut,2044,27.98903,95.29044,0,ds,NA,2011,3
432,sibut,1931,27.97441,95.22457,1,ds,NA,2021,5
433,sibut,2044,27.98878,95.28977,1,nb,week,2020,1
434,sibut,1931,27.97441,95.22457,1,ds,NA,2021,10
434,sibut,1930,27.99492,95.24028,1,ds,week,2020,11
435,sibut,2044,27.98845,95.29363,1,ds,NA,2021,11
436,sibut,1929,28.013007,95.243948,1,nb,month,2021,11
437,sibut,1987,27.994229,95.270188,1,nb,month,2021,8
437,sibut,2045,27.971877,95.299393,0,ds,year,2005,3
437,sibut,2044,27.98878,95.28977,0,ds,year,2011,12
437,sibut,2044,27.98845,95.29363,0,ds,year,2011,NA
438,takilalung,1986,28.010025,95.27192,1,nb,NA,2021,11
439,takilalung,1987,27.98332,95.26683,1,"nb,ob",week,2021,NA
439,takilalung,1986,28.009893,95.276886,0,ds,NA,2017,3
439,takilalung,1986,28.019331,95.278052,0,ds,NA,2012,11
440,takilalung,1988,27.95688,95.25259,1,ds,week,2020,1
441,takilalung,2043,28.02655,95.292367,0,ds,NA,2019,NA
442,takilalung,2044,27.993443,95.306749,0,ds,NA,2016,NA
442,takilalung,1987,27.990239,95.273447,1,ds,NA,2020,2
443,takilalung,1986,28.01216,95.266993,1,ds,week,2020,2
443,takilalung,2044,27.98845,95.29363,1,"nb,ob",week,2021,NA
444,takilalung,2044,28.004185,95.285601,1,ds,NA,2021,7
445,takilalung,2043,28.016505,95.289122,1,ds,week,2020,12
445,takilalung,1986,28.019331,95.278052,1,ds,NA,2020,12
446,takilalung,1987,27.990239,95.273447,1,ds,NA,2020,12
447,takilalung,1930,27.99492,95.24028,1,nb,week,2021,NA
444,takilalung,2044,27.99683,95.297744,1,nb,week,2021,NA
445,takilalung,2043,28.011188,95.288338,1,ds,NA,2020,NA
445,takilalung,1986,28.014809,95.275802,1,ds,NA,2021,NA
446,takilalung,1987,28.002629,95.271381,0,ds,NA,2018,NA
447,takilalung,1930,27.987108,95.226625,1,"nb,ob",week,2021,NA
448,yagrung,1930,27.99492,95.24028,1,"nb,ob",month,2021,NA
448,yagrung,1987,27.990239,95.273447,1,ds,week,2020,NA
449,yagrung,1930,27.99492,95.24028,1,nb,week,2021,11
449,yagrung,1988,27.96219,95.27222,1,ds,NA,2020,6
450,yagrung,1988,27.979192,95.262256,0,ds,NA,2010,12
451,yagrung,1988,27.979127,95.257001,1,nb,month,2020,NA
451,yagrung,1931,27.97441,95.22457,1,nb,month,2020,12
452,yagrung,1988,27.95688,95.25259,1,"nb,ob",year,2020,1
453,yagrung,1988,27.96219,95.27222,1,ds,year,2020,NA
453,yagrung,1987,27.990239,95.273447,0,"nb,ob",NA,2011,NA
454,yagrung,1988,27.96219,95.27222,1,"nb,ob",month,2020,NA
456,yagrung,1931,27.97441,95.22457,1,ds,NA,2020,NA
457,mangnang,2047,27.90103,95.28056,1,ds,year,2021,12
457,mangnang,1991,27.89718,95.27029,1,"nb,ob",month,2020,11
458,mangnang,2047,27.90506,95.28139,1,nb,month,2021,NA
459,mangnang,1991,27.89378,95.2768,0,ds,year,2016,3
459,mangnang,1990,27.908546,95.275993,0,ds,year,2016,NA
459,mangnang,2047,27.90185,95.28396,1,nb,year,2020,2
460,mangnang,1990,27.921404,95.272244,0,ds,NA,2011,NA
460,mangnang,1991,27.89378,95.2768,0,ds,NA,2009,NA
460,mangnang,1991,27.893788,95.269073,1,nb,week,2021,NA
460,mangnang,1990,27.901778,95.272058,1,nb,week,2021,2
461,mikong,1933,27.9204,95.2352,1,"nb,ob",week,2021,11
462,mikong,1933,27.91616,95.22683,1,"nb,ob",month,2020,NA
462,mikong,1875,27.93019,95.20463,1,"nb,ob",month,2020,NA
462,mikong,1876,27.92395,95.21454,1,nb,month,2020,NA
463,mikong,1875,27.94514,95.21169,0,ds,NA,1991,NA
463,mikong,1933,27.919052,95.239036,1,nb,NA,2020,3
464,mikong,1875,27.93753,95.20463,1,nb,week,2020,NA
464,mikong,1876,27.91029,95.19225,1,nb,month,2020,NA
464,mikong,1934,27.89754,95.24196,1,nb,month,2020,NA
465,mikong,1875,27.93166,95.19803,0,ds,NA,2016,3
465,mikong,1933,27.91139,95.23755,1,"nb,ob",week,2020,NA
465,mikong,1932,27.929,95.23058,1,nb,week,2021,NA
466,mikong,1933,27.91249,95.22316,1,ob,week,2021,NA
466,mikong,1932,27.93312,95.24517,1,ds,NA,2020,12
467,mikong,1933,27.91671,95.22893,0,ds,NA,2017,NA
468,mikong,1933,27.9177,95.2307,1,"nb,ob",month,2020,NA
469,mikong,1932,27.929,95.23058,1,nb,month,2020,10
469,mikong,1933,27.9091,95.23774,0,ds,NA,2008,NA
469,mikong,1933,27.91432,95.23609,1,nb,week,2020,NA
469,mikong,1933,27.91166,95.23618,0,ds,NA,2018,NA
469,mikong,1934,27.8974,95.2428,1,"nb,ob",month,2020,NA
469,mikong,1933,27.9221,95.2259,1,ds,year,2020,NA
469,mikong,1933,27.9204,95.2352,0,ds,year,2018,NA
470,mikong,1876,27.9114,95.2145,0,ds,year,2019,NA
470,mikong,1932,27.9389,95.2349,1,"nb,ob",week,2020,NA
470,mikong,1933,27.9177,95.2307,1,ds,NA,2021,9
471,niglok,1934,27.8883,95.2449,0,ds,NA,2015,NA
471,niglok,1876,27.9216,95.2134,1,nb,week,2020,NA
472,niglok,1934,27.8892,95.2451,1,nb,week,2020,NA
472,niglok,1934,27.8926,95.2409,0,ds,NA,2016,NA
473,niglok,1934,27.8977,95.2457,1,ds,week,2021,10
474,niglok,1819,27.9214,95.1752,1,ds,month,2020,NA
474,niglok,1819,27.9227,95.1829,0,ds,month,2019,3
474,niglok,1990,27.9186,95.2641,1,ds,month,2021,3
474,niglok,1990,27.916,95.2751,1,ds,month,2020,2
475,niglok,1934,27.8921,95.2237,0,ds,week,2018,NA
475,niglok,1933,27.904,95.2219,0,ds,year,2007,NA
475,niglok,1990,27.9138,95.2671,1,nb,year,2021,12
476,ralung,1877,27.8798,95.2098,1,nb,month,2020,NA
477,ralung,1877,27.8827,95.2145,1,ds,month,2020,3
477,ralung,1877,27.8759,95.2127,1,nb,week,2021,NA
478,ralung,1877,27.8754,95.2158,1,nb,week,2021,12
479,ralung,1877,27.8775,95.2077,1,nb,month,2021,NA
479,ralung,1877,27.8763,95.2114,0,ds,NA,2019,12
480,ralung,1877,27.8774,95.2089,0,ds,year,2001,4
481,ralung,1934,27.8921,95.2416,1,ds,NA,2020,6
481,ralung,1934,27.8925,95.2426,1,nb,month,2021,NA
482,ngorlung,1934,27.8907,95.246,1,nb,year,2020,NA
483,ngorlung,1877,27.8758,95.2002,1,ds,year,2020,11
484,ngorlung,1935,27.871,95.2413,1,ds,NA,2020,NA
484,ngorlung,1934,27.8884,95.2432,1,nb,month,2021,NA
485,ngorlung,1935,27.8666,95.2385,1,ob,month,2020,NA
485,ngorlung,1877,27.8759,95.1961,0,ds,NA,2017,NA
486,ngorlung,1877,27.8758,95.2034,1,ds,year,2020,10
486,ngorlung,1877,27.8758,95.2091,1,nb,year,2021,11
487,debbing,1764,27.8514,95.1424,1,"nb,ob",year,2021,NA
488,debbing,1764,27.85061,95.14712,0,ds,year,2015,NA
489,debbing,1764,27.84907,95.15138,0,ds,year,2016,NA
489,debbing,1764,27.85223,95.13926,0,ds,NA,2013,NA
489,debbing,1764,27.850844,95.143867,1,ds,NA,2020,NA
490,debbing,1764,27.84971,95.14345,0,ds,year,2017,NA
490,debbing,1705,27.92529,95.1191,1,ds,year,2020,3
490,debbing,1764,27.86166667,95.14361111,1,nb,year,2020,1
491,rayang,1764,27.84907,95.15138,1,ds,NA,2021,11
492,rayang,1764,27.85223,95.13926,0,ds,NA,2004,NA
492,rayang,1878,27.852823,95.199964,1,ob,month,2020,NA
493,linka,1991,27.875,95.25,1,"nb,ob",month,2020,4
493,linka,1991,27.8774,95.2752,0,ds,NA,2006,NA
494,linka,2049,27.86861111,95.29111111,1,ds,week,2021,11
495,linka,1934,27.8907,95.246,0,ds,month,2016,3
496,twelve mile,2047,27.903592,95.286465,1,nb,month,2021,12
497,twelve mile,2047,27.901494,95.290836,1,nb,month,2021,10
498,twelve mile,2048,27.89333333,95.2925,1,nb,month,2021,12
499,oyan,2105,27.88305556,95.32972222,0,ds,NA,2019,NA
499,oyan,2105,27.88,95.3311,1,"nb,ob",week,2021,NA
499,oyan,2162,27.8745,95.3642,1,"nb,ob",week,2021,NA
499,oyan,2105,27.88958,95.32015,1,ds,year,2020,NA
500,oyan,2105,27.89123,95.32106,1,ds,year,2020,NA
500,oyan,2105,27.88793,95.3204,0,ds,year,2019,NA
500,oyan,2105,27.88444444,95.33055556,0,ds,year,2019,NA
500,oyan,2161,27.919957,95.362606,1,ds,year,2020,NA
501,oyan,2162,27.88555556,95.36388889,1,ds,year,2020,5
501,oyan,2105,27.873315,95.332801,0,ds,year,2019,NA
502,oyan,2104,27.90444444,95.32611111,1,ds,NA,2020,5
503,oyan,2162,27.879084,95.359886,0,ds,week,2018,2
503,oyan,2162,27.882203,95.344939,0,ds,NA,2019,NA
504,oyan,2105,27.8825,95.32833333,0,ds,NA,2019,2
504,oyan,2105,27.88277778,95.31583333,1,ds,NA,2020,6
505,sille,2047,27.902567,95.282114,0,ds,month,2017,7
505,sille,2048,27.89861111,95.28888889,1,"nb,ob",month,2021,12
505,sille,2047,27.90305556,95.28611111,0,ds,NA,2019,1
506,sille,2104,27.89861111,95.32972222,0,ds,month,2018,NA
506,sille,2104,27.90867,95.33809,0,ds,NA,2019,NA
507,sille,2047,27.9026,95.2897,1,"nb,ob",week,2021,NA
507,sille,2048,27.8794,95.2861,1,"nb,ob",NA,2021,NA
507,sille,2047,27.90388889,95.28777778,1,ds,NA,2020,NA
508,sille,1992,27.86138889,95.26583333,0,ds,NA,2008,NA
509,sille,2047,27.90333333,95.28416667,0,ds,NA,2016,NA
510,sille,2048,27.873502,95.286685,1,"nb,ob",month,2020,NA
511,sille,2047,27.90277778,95.28972222,1,"nb,ob",month,2021,NA
511,sille,2048,27.8975,95.29166667,1,ob,month,2020,NA
512,sille,2049,27.86666667,95.28333333,0,ds,week,2017,12
512,sille,2048,27.88711,95.282537,0,ds,week,2018,NA
512,sille,2048,27.8769,95.2822,0,ds,week,2018,3
513,sille,1991,27.88833333,95.27527778,1,nb,week,2021,NA
513,sille,2047,27.90527778,95.2825,1,nb,month,2021,NA
514,sille,2047,27.90388889,95.28888889,1,nb,month,2021,NA
515,berung,2159,27.97888889,95.35777778,1,"nb,ob",month,2020,12
515,berung,2160,27.943222,95.362461,0,nb,month,2019,NA
515,berung,2160,27.947695,95.356864,0,ds,NA,2014,NA
516,berung,2158,27.98861111,95.3625,0,ds,NA,2016,11
516,berung,2158,28.00236,95.350588,0,ds,NA,2004,NA
517,berung,2159,27.9725,95.36277778,1,"nb,ob",month,2020,11
517,berung,2159,27.96,95.35388889,1,nb,month,2020,12
518,berung,2158,27.990338,95.360454,1,ds,month,2021,10
518,berung,2158,27.989661,95.357143,1,nb,month,2021,12
519,berung,2158,27.98222222,95.3575,0,ds,NA,2013,NA
520,berung,2159,27.97388889,95.36111111,0,ds,NA,2013,NA
520,berung,2158,27.97944444,95.35555556,0,ds,NA,2006,NA
521,berung,2159,27.95861111,95.35138889,1,ds,year,2020,1
521,berung,2159,27.9583,95.355,1,ds,year,2021,11
522,berung,2158,27.98083333,95.3575,1,nb,year,2020,2
523,berung,2159,27.96027778,95.35194444,1,nb,NA,2020,12
524,berung,2160,27.9399,95.3626,1,nb,NA,2020,3
524,berung,2160,27.9389,95.3597,0,ds,NA,2017,1
525,berung,2160,27.938307,95.352578,0,ds,NA,2011,NA
525,berung,2159,27.95544,95.356228,0,ds,NA,2009,NA
526,berung,2159,27.96861111,95.36222222,1,ds,month,2020,2
526,berung,2216,27.962575,95.375383,1,"nb,ob",year,2020,3
527,rani,2102,27.97333333,95.325,0,ds,NA,2018,NA
527,rani,2102,27.95805556,95.31361111,1,ob,NA,2020,NA
528,rani,2158,27.98083333,95.37111111,1,nb,year,2021,11
528,rani,2216,27.97166667,95.38111111,1,ds,NA,2021,12
528,rani,1876,27.9124,95.2082,1,nb,month,2021,12
529,rani,2159,27.95333333,95.35444444,1,nb,month,2021,12
529,rani,2102,27.96944444,95.31916667,1,"nb,ob",year,2021,11
530,rani,2102,27.97023,95.31201,0,ds,year,2016,12
530,rani,2102,27.96975,95.31634,0,ds,year,2017,NA
530,rani,2102,27.97015,95.31201,1,ds,year,2021,1
531,rani,2102,27.96943,95.32026,0,ds,NA,2011,12
531,rani,2102,27.96863,95.32194,0,ds,NA,2018,NA
532,rani,2103,27.94027778,95.31472222,0,ds,NA,2006,NA
532,rani,2102,27.969867,95.319678,1,ds,NA,2020,12
532,rani,2102,27.96783,95.32346,0,ds,NA,2016,NA
533,rani,2215,27.99583333,95.375,0,ds,month,2019,NA
534,rani,2157,28.02194444,95.36916667,1,"nb,ob",week,2021,NA
534,rani,2102,27.96805556,95.31083333,1,ds,year,2020,12
535,rani,2046,27.93777778,95.3075,0,ds,NA,2016,NA
535,rani,2045,27.96861111,95.31,1,"nb,ob",year,2021,NA
536,rani,2102,27.96916667,95.31138889,1,nb,month,2021,NA
536,rani,2044,27.98388889,95.30611111,0,ds,NA,2015,6
537,sika bamin,2105,27.88444444,95.32138889,0,ds,NA,2018,NA
538,sika bamin,2162,27.87888889,95.36,1,"nb,ob",week,2021,NA
539,sika bamin,2161,27.91277778,95.34361111,1,nb,year,2021,NA
539,sika bamin,2161,27.91083333,95.34111111,0,ds,NA,2019,12
540,sika bamin,2161,27.906889,95.343347,1,ds,NA,2021,11
541,sika bamin,2161,27.89972222,95.34722222,0,ds,NA,2018,NA
542,sika bamin,2159,27.95527778,95.35527778,1,ds,month,2021,10
543,sika bamin,2161,27.90472222,95.34694444,1,ds,month,2021,NA
544,sika bamin,2161,27.91722222,95.36583333,0,ds,year,2018,11
544,sika bamin,2161,27.92388889,95.355,1,"nb,ob",year,2021,NA
545,sika tode,2159,27.95972222,95.35944444,1,"nb,ob",month,2021,NA
545,sika tode,2159,27.95305556,95.35583333,1,"nb,ob",month,2021,NA
545,sika tode,2160,27.95166667,95.35638889,0,ds,NA,2019,1
546,sika tode,2160,27.94027778,95.34166667,0,ds,year,2015,12
546,sika tode,2160,27.93833333,95.34194444,0,ds,NA,2017,6
547,sika tode,2160,27.94444444,95.36222222,1,ds,month,2020,12
547,sika tode,2160,27.94916667,95.3425,0,ds,month,2014,NA
548,sika tode,2160,27.93666667,95.34222222,0,ds,NA,2012,6
548,sika tode,2160,27.95083333,95.36277778,1,nb,week,2020,2
549,sika tode,2103,27.94638889,95.32166667,1,ds,NA,2021,6
551,ngopok,2440,28.07388889,95.50666667,0,ds,NA,2010,NA
551,ngopok,2384,28.05444444,95.47777778,0,"nb,ob",month,2019,NA
552,ngopok,2440,28.065801,95.517239,0,ds,month,2012,NA
552,ngopok,2440,28.069284,95.503147,1,"nb,ob",month,2021,NA
553,ngopok,2382,28.090162,95.478567,0,ds,NA,2016,NA
554,ngopok,2382,28.09638889,95.47138889,1,nb,year,2021,11
554,ngopok,2384,28.05527778,95.47805556,1,nb,year,2021,12
554,ngopok,2383,28.07444444,95.47055556,0,ds,year,2011,NA
555,ngopok,2439,28.08916667,95.50194444,1,ds,year,2021,11
555,ngopok,2382,28.10138889,95.475,1,"nb,ob",week,2020,1
555,ngopok,2382,28.08972222,95.46722222,1,ds,year,2020,12
555,ngopok,2382,28.08861111,95.4725,1,ds,year,2021,1
556,ngopok,2382,28.100811,95.474655,1,ds,NA,2021,11
557,ngopok,2383,28.08083333,95.48277778,1,ds,NA,2020,12
557,ngopok,2440,28.06472222,95.49583333,0,ds,year,2019,NA
558,ngopok,2384,28.05416667,95.47583333,1,nb,week,2021,3
558,ngopok,2440,28.06361111,95.5175,1,nb,NA,2021,12
559,ngopok,2383,28.06388889,95.4925,0,ds,NA,2013,NA
560,ngopok,2382,28.095026,95.471791,1,ds,NA,2021,1
561,ngopok,2439,28.08555556,95.51972222,1,ds,NA,2021,10
562,ngopok,2440,28.08194444,95.51694444,1,nb,year,2021,9
563,ngopok,2440,28.07888889,95.50305556,1,ds,NA,2020,NA
564,rengging,1981,28.144289,95.274665,1,nb,NA,2021,12
565,rengging,1981,28.145642,95.269385,1,nb,NA,2022,3
566,rengging,1981,28.145549,95.267884,1,nb,NA,2022,2
567,rengging,1982,28.127786,95.282411,1,ds,NA,2022,3
568,rengging,1981,28.145686,95.266927,1,nb,NA,2021,NA
568,rengging,2039,28.1274,95.286536,0,ds,NA,2017,NA
569,rengging,1982,28.14073,95.276746,0,nb,NA,2017,5
570,pasighat,2210,28.122179,95.401589,1,nb,year,2022,3
570,pasighat,2210,28.130996,95.397877,1,nb,year,2021,3
571,silluk,2380,28.147741,95.482106,1,ds,NA,2023,NA
